达人名称,视频笔记报价,模型预估报价,报价偏差,粉丝数
魔都木子李,20000.0,31282.42,-11282.42,117498
Jiani_,18000.0,29276.25,-11276.25,117329
向甜冲,18500.0,29773.87,-11273.87,152621
李闽轩\,49700.0,60970.57,-11270.57,635639
流星牛角,18000.0,29238.25,-11238.25,116038
Cozy糕糕,19800.0,31037.26,-11237.26,212913
振宇的生活记,36000.0,47235.23,-11235.23,705474
之之_,16000.0,27232.59,-11232.59,104484
Lexie,20000.0,31229.58,-11229.58,197912
辣妈啾咪（持证版）,17000.0,28206.47,-11206.47,223917
Angel 的小旅橙,16899.0,28086.47,-11187.47,105336
中医女科韦奶奶,11700.0,22875.48,-11175.48,149283
niuniu_,21000.0,32172.6,-11172.6,121821
周宇航,9700.0,20869.88,-11169.88,118437
远行的青蛙,15000.0,26149.21,-11149.21,363046
布莱尔的日记,18500.0,29632.19,-11132.19,159178
一只CC,18000.0,29122.26,-11122.26,144249
凡默疗愈,22000.0,33111.41,-11111.41,259043
Charmingbears,20000.0,31111.06,-11111.06,208998
畅子,20000.0,31100.41,-11100.41,170366
他是子豪,35000.0,46090.77,-11090.77,680103
白弯弯White,22000.0,33074.29,-11074.29,278283
桃桃不在乎,19744.0,30815.47,-11071.47,138629
cherub,8600.0,19665.7,-11065.7,108492
雪儿Sheryl,12888.0,23952.96,-11064.96,291766
金雌玄雄,25000.0,36056.03,-11056.03,361261
阮妹（去100个人家学做饭版）,20000.0,31028.7,-11028.7,172255
Hanni海妮,19000.0,30028.55,-11028.55,173481
C MATCH缦七（品质微胖女装）,7200.0,18220.71,-11020.71,110457
彭传明,22000.0,33015.19,-11015.19,261563
CHU小初,17000.0,28009.25,-11009.25,110782
麻袋套你哦,20000.0,31008.0,-11008.0,205741
韩不凡,22000.0,33003.68,-11003.68,231258
Rierart日耳,20000.0,31002.14,-11002.14,202192
跳跃的音符,20000.0,30998.64,-10998.64,194828
小导旅游,9000.0,19995.57,-10995.57,140793
程程Cc,8000.0,18991.31,-10991.31,132361
芒果绵绵冰,8000.0,18988.6,-10988.6,132189
文戎书屋,22600.0,33586.84,-10986.84,290337
游乐园妈妈,20000.0,30940.63,-10940.63,202737
甜仔SS,20000.0,30937.66,-10937.66,201706
是知知酱呀,13000.0,23934.62,-10934.62,123480
179的月大宝,25550.0,36474.42,-10924.42,317483
工藤也西子,18880.0,29798.93,-10918.93,165553
嘿山姥姥噜,19800.0,30718.77,-10918.77,194991
米娅不酷,20000.0,30914.42,-10914.42,198317
Ying偷了酒,19000.0,29860.88,-10860.88,150874
米粒儿Amm,20000.0,30859.09,-10859.09,199838
毛绒绒,18585.0,29444.08,-10859.08,113975
二酱酱呀,12000.0,22851.31,-10851.31,143205
YaYa施雅欣,17000.0,27815.86,-10815.86,104609
小羊ura,10000.0,20814.66,-10814.66,130257
阿北找不着北,18000.0,28812.05,-10812.05,133357
任胤菘w,26000.0,36803.37,-10803.37,380119
宋小睿,19100.0,29894.52,-10794.52,132305
路飞文,30000.0,40779.19,-10779.19,514761
葱少,8000.0,18773.67,-10773.67,124002
Jerne,35000.0,45761.91,-10761.91,354305
请叫我球球,7500.0,18256.74,-10756.74,110392
jiujiujiu,20000.0,30756.61,-10756.61,172750
瑞瑞Rere,22000.0,32754.78,-10754.78,262776
钟芳钰,19000.0,29741.04,-10741.04,134658
隔壁班老何,30000.0,40734.82,-10734.82,521849
张大聪明蜕变记（产后打卡进行中）,20000.0,30722.97,-10722.97,206904
陈仙儿,7500.0,18217.96,-10717.96,110105
万鹏er,30000.0,40709.04,-10709.04,195726
阿尚(魏江),18000.0,28693.62,-10693.62,134195
Bettyyy姝姝,19000.0,29689.25,-10689.25,158093
YIDUOWANG,20000.0,30682.33,-10682.33,112406
斌斌有礼,27800.0,38474.99,-10674.99,442982
泠泠,8000.0,18672.66,-10672.66,108729
王子正,18000.0,28668.64,-10668.64,114028
小飞侠Finn,7300.0,17959.17,-10659.17,101805
周一芳,14000.0,24657.83,-10657.83,229832
大包老师,7800.0,18452.23,-10652.23,117845
王彤羽,7600.0,18248.88,-10648.88,110170
美芽成分说📖,30000.0,40647.77,-10647.77,481116
夏波波Brian,22000.0,32647.65,-10647.65,257598
全球创意榜,20000.0,30644.46,-10644.46,188519
缪缪向前冲（备孕中）,18000.0,28641.6,-10641.6,149504
允熙_YuGu,20000.0,30606.07,-10606.07,106447
一南dec,23800.0,34403.2,-10603.2,317210
何唯REIKO,11000.0,21585.8,-10585.8,106416
DDai,19000.0,29583.88,-10583.88,160410
无忧有绿,18000.0,28577.31,-10577.31,124139
彭璐,27000.0,37568.03,-10568.03,407771
Saisa&Wiktor,35000.0,45566.34,-10566.34,466358
书生sama,20000.0,30556.32,-10556.32,497091
王思琦athree,25000.0,35534.09,-10534.09,344213
Naaana,15000.0,25530.34,-10530.34,112664
雪肥,19000.0,29530.19,-10530.19,110543
卢安琪Angela (施宇琪）,24000.0,34529.26,-10529.26,183039
圈圈日记本📕,18000.0,28510.42,-10510.42,120257
张大脑袋,24500.0,34970.21,-10470.21,312231
Sam观观,17500.0,27962.35,-10462.35,109559
梁潇_,19500.0,29956.67,-10456.67,133867
虎哥爱生活,25000.0,35450.19,-10450.19,332466
周周子爱拍照,25000.0,35438.65,-10438.65,310996
东边有水,10000.0,20423.89,-10423.89,105570
家居达人黄先森,10000.0,20420.75,-10420.75,180787
李李wink,8000.0,18416.84,-10416.84,115960
捕梦网儿,8500.0,18912.52,-10412.52,114401
火鸡苗,20000.0,30399.28,-10399.28,185734
阿贞阿青,22000.0,32395.24,-10395.24,204362
加辣,10823.0,21215.73,-10392.73,115990
TL'fashion,8000.0,18370.19,-10370.19,113716
可谓,8600.0,18960.39,-10360.39,110943
俊俏小幺,18000.0,28354.96,-10354.96,105283
大侠是表姐,9900.0,20238.79,-10338.79,174579
芝士土豆泥,8000.0,18334.03,-10334.03,113570
琳欣儿,19000.0,29325.35,-10325.35,150350
乔一魚,24000.0,34324.83,-10324.83,269707
我是摩羯,33920.0,44227.96,-10307.96,315995
橙子味柠檬水,20000.0,30276.37,-10276.37,162313
程彼得Peter,20000.0,30272.34,-10272.34,103127
Hayley-海琳,25000.0,35263.6,-10263.6,340253
家伟的山野,20000.0,30249.4,-10249.4,151909
睡个午觉,20000.0,30240.57,-10240.57,160541
Memory2053,8000.0,18238.22,-10238.22,111322
泡泡喵喵,8800.0,19031.42,-10231.42,108815
没故事的飘飘,18000.0,28223.71,-10223.71,116221
温温vincy🌵,23000.0,33200.78,-10200.78,277259
张林煊,13500.0,23689.18,-10189.18,282136
QIN在北欧,19400.0,29581.64,-10181.64,158483
Rhythm梦龙,20000.0,30180.23,-10180.23,179187
Gin简亿,8000.0,18180.12,-10180.12,108799
大概喜木,10000.0,20177.27,-10177.27,157201
Sophie🐷🐷,7900.0,18074.18,-10174.18,102409
黄姐夫在德国,20000.0,30173.16,-10173.16,167798
金多多吖,36000.0,46172.17,-10172.17,383858
风景旅行收藏家,19000.0,29157.26,-10157.26,160856
春雨Rain_,12000.0,22133.17,-10133.17,203096
西瓜网事录,7800.0,17927.44,-10127.44,101336
她呀Taya🐶,18000.0,28117.7,-10117.7,117578
不会编程的码农,7800.0,17916.76,-10116.76,101074
归一,7800.0,17891.52,-10091.52,100198
妮大橘juice,24000.0,34083.3,-10083.3,299019
王不晚,24000.0,34062.59,-10062.59,147188
柒萬_,18000.0,28049.5,-10049.5,109654
就叫高熙媛,7900.0,17940.39,-10040.39,100578
娱九叔,8200.0,18224.12,-10024.12,110837
雯雯婷婷vov_,20850.0,30870.97,-10020.97,204725
Yours力堯,30000.0,40016.67,-10016.67,175002
秦佑之,8000.0,18012.85,-10012.85,104116
别狙我丸子头,22000.0,32010.64,-10010.64,234464
肥仔妈妈,28000.0,38002.8,-10002.8,418148
橘子兔,25000.0,34998.44,-9998.44,305907
庙庙怪,27000.0,36991.41,-9991.41,347790
美蛙鱼头,13000.0,22990.03,-9990.03,198113
Ww,9500.0,19489.36,-9989.36,139301
小野。,22000.0,31986.52,-9986.52,182314
阿黎Lori,8000.0,17981.07,-9981.07,100283
四禾E_,20000.0,29980.46,-9980.46,171832
小困不困。,8000.0,17966.76,-9966.76,102618
Ayumi茶太,8400.0,18360.03,-9960.03,111522
丫蛋搞笑配音,10100.0,20054.67,-9954.67,159078
蒋俊杰,10000.0,19952.97,-9952.97,163704
达西先生的宝贝,20000.0,29950.76,-9950.76,131163
LEMON柠,28000.0,37949.51,-9949.51,332254
三块和二毛,20000.0,29948.64,-9948.64,103360
到处走的一林,20000.0,29934.21,-9934.21,170045
LuFee,27800.0,37733.77,-9933.77,375927
吃货小迷糊,24100.0,34029.09,-9929.09,309244
宛昀,8000.0,17923.36,-9923.36,100492
Leonora海月,20000.0,29916.8,-9916.8,174798
KG（世界第一美发师）,9600.0,19516.15,-9916.15,151520
绿一,18836.0,28748.51,-9912.51,112355
小李小李,20500.0,30408.78,-9908.78,145709
Twinklecutey,19000.0,28908.78,-9908.78,120187
叁仟,18600.0,28463.62,-9863.62,113148
少说话多看书,13800.0,23660.93,-9860.93,137495
就是靠谱。,20000.0,29843.88,-9843.88,167901
Jay-艺术收藏家,8200.0,18035.64,-9835.64,104821
许歆燃pro,18000.0,27809.73,-9809.73,104144
娱乐有饭,26000.0,35797.4,-9797.4,320891
鹿遇Louise,20000.0,29793.31,-9793.31,129520
呼呼呼,21700.0,31478.24,-9778.24,215960
薇薇姐姐,20000.0,29774.72,-9774.72,471995
一栗冰,10000.0,19761.14,-9761.14,158495
大喜的日子啊,26000.0,35759.43,-9759.43,330012
Binbo.,8300.0,18039.44,-9739.44,103022
Alice : ),11703.0,21419.18,-9716.18,171224
孙恩盛,16000.0,25705.4,-9705.4,242887
大花花,35000.0,44702.6,-9702.6,576968
橙莱姆,20000.0,29698.97,-9698.97,139754
Principle,18000.0,27691.27,-9691.27,100623
小禾禾,8400.0,18086.58,-9686.58,106488
小红薯63872A18,8400.0,18082.38,-9682.38,106354
张翅,20000.0,29671.12,-9671.12,135609
QQ仔儿,14000.0,23669.16,-9669.16,113879
人可可,10000.0,19665.37,-9665.37,156791
喝茶Talks,20000.0,29657.78,-9657.78,161040
严慌慌,19000.0,28630.51,-9630.51,127183
爱莫离（原大壮爱莫离）,20000.0,29622.22,-9622.22,160946
甜甜妈妈karry,24000.0,33622.15,-9622.15,225218
陈十五_,45000.0,54618.85,-9618.85,640710
半糖乌龙,10000.0,19613.28,-9613.28,119952
小雏姐姐,20000.0,29610.42,-9610.42,160165
美术馆里睡觉,8600.0,18202.51,-9602.51,109884
崔尚好,20000.0,29596.64,-9596.64,154779
金大威Abel,20000.0,29589.41,-9589.41,161023
曾靖灵,22000.0,31587.31,-9587.31,186328
甜粥粥,10000.0,19570.88,-9570.88,153643
流年作文,10800.0,20367.42,-9567.42,177973
叶一茜,23500.0,33061.1,-9561.1,270565
多肉小葡萄,22000.0,31545.22,-9545.22,220427
泽涵在创业,10000.0,19541.05,-9541.05,112406
彤同学の穿搭日记,8800.0,18329.4,-9529.4,114229
丑宝呦,25200.0,34717.15,-9517.15,323211
聂大婷,19000.0,28511.15,-9511.15,126438
Takuma(_ciel_0),24000.0,33503.81,-9503.81,181536
一只胖团崽,23000.0,32471.92,-9471.92,268066
牛奶欧泥隋,19900.0,29355.83,-9455.83,120627
小马（马公公版）,20000.0,29454.17,-9454.17,405133
是彤馨吖,10000.0,19451.22,-9451.22,149964
温柔睡着辽,8900.0,18331.6,-9431.6,106268
阿花养猫,20000.0,29431.54,-9431.54,157809
阿酥咔azucar,20000.0,29425.42,-9425.42,156080
桃桃茶,25000.0,34407.1,-9407.1,285056
Zxi_5,9000.0,18379.3,-9379.3,115777
D白勺的,20000.0,29351.53,-9351.53,135554
抱猫抠脚,20000.0,29337.15,-9337.15,122935
李白白,32000.0,41330.56,-9330.56,224487
王煎妮,20800.0,30120.95,-9320.95,190245
云 舒,10000.0,19316.72,-9316.72,107613
唐嘉琦,18747.0,28060.65,-9313.65,405855
甜白釉奶盖,25000.0,34312.35,-9312.35,242237
火火火火在意大利,22000.0,31307.47,-9307.47,173251
笑神复,8700.0,18002.46,-9302.46,103649
张八戒,32000.0,41295.61,-9295.61,513635
小黄人呀～,13500.0,22794.16,-9294.16,245493
Chouisbirkin,19060.0,28352.46,-9292.46,109816
s^^s,31800.0,41087.99,-9287.99,219649
我是小谢,22000.0,31287.59,-9287.59,194998
冰宸总创_苏玖娜🎶,38300.0,47556.93,-9256.93,441638
許文川,10771.0,20015.46,-9244.46,146024
FAFAFU,22000.0,31232.26,-9232.26,309302
浩浩没吃饱,35000.0,44231.44,-9231.44,618258
小七,10900.0,20118.77,-9218.77,171117
崔米林崔美玲,20000.0,29216.0,-9216.0,151163
不陳文,14000.0,23197.32,-9197.32,242298
赵知音,20000.0,29196.88,-9196.88,114311
小王的LifeStyle,21200.0,30387.3,-9187.3,185239
Kimi_Choo,20000.0,29169.1,-9169.1,118662
黄大圣,26000.0,35166.12,-9166.12,259929
道枝菜月,13000.0,22161.17,-9161.17,165734
Super蛋卷 （裸辞版）,13800.0,22955.56,-9155.56,134326
朱圣祎,20000.0,29125.51,-9125.51,146133
Eva,20000.0,29121.87,-9121.87,146403
野爷YOKI,30000.0,39121.21,-9121.21,367060
乡愁,21600.0,30720.15,-9120.15,188162
天才小李,20000.0,29113.97,-9113.97,100953
脆肚火锅噗噜噗噜,20000.0,29102.7,-9102.7,144014
全都爱雨青,22000.0,31092.35,-9092.35,173847
真理烈宁,19190.0,28274.98,-9084.98,102343
泡芙泡泡,10000.0,19070.87,-9070.87,107598
葛与薇,20000.0,29015.86,-9015.86,141132
王羲之画画,17000.0,26011.86,-9011.86,267703
小文总ovo,16000.0,25001.31,-9001.31,323217
vvvvvvv,9600.0,18595.0,-8995.0,122675
香香仔崽,27000.0,35993.31,-8993.31,289406
Doll,30000.0,38978.69,-8978.69,261182
风戈,9700.0,18665.47,-8965.47,124022
唐嫣,9700.0,18663.81,-8963.81,124890
杨烟,9800.0,18752.54,-8952.54,126612
修,13000.0,21951.81,-8951.81,204904
天天在家,20000.0,28948.1,-8948.1,128700
艾米大王,22000.0,30946.33,-8946.33,205865
两只巨蟹,9800.0,18739.25,-8939.25,126274
博哥的居家秘籍,12000.0,20929.16,-8929.16,122361
Gyokuu,20000.0,28914.44,-8914.44,137970
LB视界,20000.0,28912.87,-8912.87,105876
涂涂的公主,10000.0,18911.77,-8911.77,132795
阿炸都行,25000.0,33902.96,-8902.96,230634
張震嶽,50000.0,58899.23,-8899.23,1016077
marlon noah,23300.0,32192.46,-8892.46,144875
软果儿,10000.0,18883.97,-8883.97,131616
猫的树Cattree,27300.0,36152.99,-8852.99,350995
我叫咩直,25000.0,33839.47,-8839.47,264487
臭美乔一,26000.0,34838.66,-8838.66,265456
Roubao_,20000.0,28836.09,-8836.09,103301
周大年,28000.0,36835.6,-8835.6,384458
忽然而已,20000.0,28832.58,-8832.58,119019
闵大星,30000.0,38816.39,-8816.39,446423
Young_Emperors,21300.0,30109.14,-8809.14,128460
天天想吃饭,10300.0,19104.42,-8804.42,121782
常乐,20300.0,29068.59,-8768.59,136223
废话王阿姨,11000.0,19766.12,-8766.12,142734
邓加菲Gaffey,25000.0,33751.14,-8751.14,292805
kilonova,37000.0,45743.37,-8743.37,628774
杨泽,10100.0,18831.52,-8731.52,130158
路瑶不是遥,36000.0,44718.36,-8718.36,619621
视频薯,25300.0,34016.92,-8716.92,326546
艾琳AileenKowk,23000.0,31715.68,-8715.68,204919
小鱼小妤,28000.0,36714.66,-8714.66,379005
姜梓宁,25000.0,33713.02,-8713.02,290214
小吴花肉,10000.0,18696.9,-8696.9,123332
沙雕学长,20000.0,28694.28,-8694.28,130046
毒舌说娱乐,22000.0,30692.98,-8692.98,137216
叶大花,21000.0,29690.02,-8690.02,142255
温柔的阿笑,15029.0,23717.02,-8688.02,125316
巨宝盆盆,15000.0,23680.43,-8680.43,191124
小贾今天穿什么,24320.0,32994.67,-8674.67,267526
高佳唐大妞,24111.0,32785.09,-8674.09,262209
鹿先生Home🏠,16000.0,24662.79,-8662.79,128166
徐小其逛北京,20000.0,28652.74,-8652.74,154402
金牛夫妻在日本,10200.0,18844.35,-8644.35,130567
大曼咂,10800.0,19433.49,-8633.49,146322
刘鉴叔叔,30000.0,38626.14,-8626.14,447836
白眠,12000.0,20603.72,-8603.72,152687
宿系之源,26700.0,35298.69,-8598.69,342849
林柏叡Charles,23800.0,32394.69,-8594.69,193351
chenchenchenrr,22000.0,30588.66,-8588.66,144957
鑫鑫爱生活,10000.0,18587.62,-8587.62,115158
王涵大朋友,30000.0,38576.49,-8576.49,370911
罗OK不想上班,25800.0,34365.5,-8565.5,233449
小栗宅家日记,19000.0,27565.25,-8565.25,107225
橘子旭啊,10000.0,18551.53,-8551.53,120511
甜予酒.,10000.0,18546.6,-8546.6,121146
ni5,9500.0,18045.68,-8545.68,101636
秘书-不齐舞团,20000.0,28503.88,-8503.88,126693
娱乐圈扒婆,28000.0,36502.39,-8502.39,285673
刘嘉好^,28000.0,36498.85,-8498.85,344619
花式种草,10000.0,18498.51,-8498.51,118692
朱敏敏猪,30000.0,38479.63,-8479.63,466021
云池☁,10600.0,19076.03,-8476.03,136047
魔术师阿瑟,15000.0,23472.87,-8472.87,258885
娱乐推荐榜,11800.0,20270.44,-8470.44,158820
sana不吃沙拉,11200.0,19669.48,-8469.48,155116
北野百笑,17000.0,25461.39,-8461.39,188369
奥利奥熊oreobear,18000.0,26457.77,-8457.77,344949
暖似阳,20000.0,28452.69,-8452.69,150152
大张羽,20000.0,28448.87,-8448.87,123685
李好呀,20000.0,28443.7,-8443.7,122286
打怪辣妈Vivian,26800.0,35234.8,-8434.8,343680
奶油小泡芙yo,22500.0,30928.88,-8428.88,206449
子恩不胖,10600.0,19024.48,-8424.48,136388
旁虾熏,10000.0,18371.04,-8371.04,109774
外星人阿邦,32000.0,40363.0,-8363.0,345090
cutie_O,24000.0,32353.31,-8353.31,125883
cuuutekk🐱,23000.0,31339.04,-8339.04,199525
张屁豆,23500.0,31835.45,-8335.45,202566
施洛妙,21300.0,29621.26,-8321.26,123497
rr,13300.0,21620.57,-8320.57,171222
宋木子,23000.0,31269.48,-8269.48,104890
薛兆丰,9700.0,17969.31,-8269.31,100836
草莓酱,10000.0,18266.86,-8266.86,112221
JM巴黎,20000.0,28258.73,-8258.73,116267
西西Cecile,20000.0,28237.0,-8237.0,114554
一只沙发,12000.0,20230.02,-8230.02,113006
小谢Mika,22000.0,30228.06,-8228.06,149746
圆圆珈030,25000.0,33225.58,-8225.58,204322
林凡不平凡,20000.0,28222.16,-8222.16,115602
山竹啵啵,25000.0,33217.14,-8217.14,293059
晚安阿紫,65000.0,73200.61,-8200.61,1233473
港岛猪猪🐽,20000.0,28188.29,-8188.29,114579
向野Lanski,10600.0,18781.15,-8181.15,120728
设计师Eric夫妇,10000.0,18175.81,-8175.81,108126
妮可妈说育儿,20000.0,28167.88,-8167.88,119705
闲珠Suzy,19800.0,27967.63,-8167.63,109412
之吾朱,23000.0,31166.75,-8166.75,213370
吃恩陈Zero,15000.0,23156.04,-8156.04,267945
墨的小宇宙,21000.0,29145.43,-8145.43,145285
啊绿绿绿椰子,36000.0,44141.75,-8141.75,151799
陈鱼鹿,30000.0,38137.61,-8137.61,384271
依桐桐一筒,23000.0,31126.53,-8126.53,203515
江婉颖,20000.0,28124.47,-8124.47,111971
知泥知泥,20000.0,28116.53,-8116.53,109384
Hc,20000.0,28100.0,-8100.0,113376
柿子大力士,10000.0,18096.44,-8096.44,105653
YiiFeii-,23000.0,31096.1,-8096.1,178065
桂哥M,11300.0,19395.45,-8095.45,146273
河南小妮儿丽萨,26000.0,34090.9,-8090.9,142549
Grace琦琦,10000.0,18086.82,-8086.82,104568
Serena疏玥,20000.0,28081.82,-8081.82,111370
大睿睿呀,20000.0,28079.36,-8079.36,108993
陈知微📷,10000.0,18036.57,-8036.57,104044
子晴晴呀,23000.0,31036.5,-8036.5,187699
不高兴的小李,26000.0,34031.37,-8031.37,258450
许路儿 LureHsu,20400.0,28403.21,-8003.21,105218
柏林音乐,11400.0,19396.52,-7996.52,147335
豆包饿了,17000.0,24990.81,-7990.81,106458
花,10000.0,17984.65,-7984.65,103224
嗷嗷_壮大虎,22000.0,29957.99,-7957.99,130439
nn吃饭没,10300.0,18256.2,-7956.2,103800
时晓光,11600.0,19543.38,-7943.38,103880
宋皖洛.i小樱花🎀,27900.0,35841.35,-7941.35,181154
東京小超人,21000.0,28928.61,-7928.61,114862
正在努力的小桂儿鸭～,10000.0,17923.28,-7923.28,100204
饿晕,11500.0,19422.0,-7922.0,109916
娱乐西施王美丽,15000.0,22916.8,-7916.8,199168
作宝呗,30000.0,37905.76,-7905.76,429151
乔安娜Johanna,20000.0,27903.07,-7903.07,106064
申世伦,28000.0,35900.8,-7900.8,350709
暴走萝莉尧洋,30000.0,37900.06,-7900.06,427049
鸡叫三遍,20000.0,27883.23,-7883.23,108406
捉到了一个富贵,25000.0,32880.61,-7880.61,256861
不会是小徐吧,12000.0,19879.05,-7879.05,123074
Keira_Wan,20000.0,27860.52,-7860.52,102596
北鼻小天,38000.0,45830.33,-7830.33,542966
Tillion-Bild,20000.0,27830.11,-7830.11,103323
小唐是个好同学,20000.0,27823.02,-7823.02,101228
梨子杏月,27000.0,34818.2,-7818.2,319249
不困妮妮,10600.0,18416.44,-7816.44,113870
小宇菇菇（日常版）,11700.0,19511.42,-7811.42,149863
Yumi家庭日记,25000.0,32804.19,-7804.19,314225
杜佳迪_Du,11700.0,19485.73,-7785.73,151050
潇洒的辣条,35000.0,42773.05,-7773.05,543388
一加徐,20000.0,27772.55,-7772.55,100075
玉央-Yang,24000.0,31771.01,-7771.01,223376
老傅聊聊北京那些事儿,20000.0,27767.07,-7767.07,108748
低消费生活实验室,20000.0,27743.71,-7743.71,104543
Aiden.艾登,11000.0,18724.9,-7724.9,124139
不是薯条er,20000.0,27721.61,-7721.61,101563
烟烟火,25000.0,32713.3,-7713.3,247943
娱小扒,28000.0,35713.15,-7713.15,266080
Siyeop柚子,20000.0,27688.16,-7688.16,100118
李逸然,12000.0,19671.23,-7671.23,155436
君言君语,20000.0,27670.81,-7670.81,100778
JC运动不划水,20000.0,27665.34,-7665.34,102052
思懿小姐,30000.0,37654.81,-7654.81,419002
王潮歌,12500.0,20116.61,-7616.61,110646
R小冉🌾,20000.0,27590.26,-7590.26,106941
拖米阿叔,15000.0,22586.59,-7586.59,137601
郑可欣Cozy,30000.0,37561.61,-7561.61,415532
年糕糕,40000.0,47555.97,-7555.97,528180
hello先生🍀新起航,22100.0,29622.62,-7522.62,131043
彦琳Lin,28000.0,35510.74,-7510.74,348999
王中王火腿肠,25000.0,32498.4,-7498.4,222031
洁柔霸总的女人,32300.0,39792.99,-7492.99,465376
成分党辣妈Tina,30700.0,38189.49,-7489.49,417536
小结老师,11000.0,18485.83,-7485.83,113505
沪上姐姐朱迪,30000.0,37482.21,-7482.21,428161
张一鸟,25000.0,32480.77,-7480.77,168918
cc小王爱漂亮,22000.0,29476.57,-7476.57,154277
郝同学(烟花版),12200.0,19674.49,-7474.49,156939
好多鱼,21000.0,28463.72,-7463.72,129420
陈锦同,12000.0,19456.15,-7456.15,148408
KarlieKloss,28700.0,36147.67,-7447.67,369565
哒哒看世界,20000.0,27431.69,-7431.69,100270
乐乐软糖,20000.0,27404.68,-7404.68,396574
人间清醒手册,12300.0,19692.58,-7392.58,157687
晴崽,20800.0,28181.24,-7381.24,110435
央小央,15000.0,22378.26,-7378.26,186942
黄新淳先生,25600.0,32975.3,-7375.3,264587
William天昊,25000.0,32368.41,-7368.41,118488
阿头吃胖了,22600.0,29954.7,-7354.7,139788
_iMinnie,24500.0,31834.85,-7334.85,209411
睡不醒的小洋,14000.0,21325.22,-7325.22,208986
蚂蚁,26000.0,33321.93,-7321.93,276027
杨,15000.0,22317.08,-7317.08,171291
Seoju,25000.0,32298.4,-7298.4,240055
知悉c,35000.0,42288.76,-7288.76,564683
小杜冰冰,11700.0,18987.31,-7287.31,135103
VALERAPRIVET,12800.0,20063.01,-7263.01,164942
有梦想的梦瑶,27287.0,34547.39,-7260.39,631065
芝芝连连,23000.0,30224.19,-7224.19,145389
彭酱酱LINYA,28000.0,35201.73,-7201.73,212354
甜蜜小荔枝,25000.0,32188.14,-7188.14,241051
拜托了花生酱,15200.0,22385.89,-7185.89,198340
吃果冻没有勺,24000.0,31148.53,-7148.53,203232
阿唯Elva,28000.0,35131.46,-7131.46,335004
硕士辣妈Yohuu,24000.0,31126.28,-7126.28,210260
Lovesweetchan,38000.0,45123.61,-7123.61,653645
潘艺桐是一颗珍珠,22000.0,29122.61,-7122.61,108436
我就翻一下,30000.0,37118.57,-7118.57,355555
艾豆Idol,22000.0,29116.3,-7116.3,454424
云吞游戏解说,12800.0,19906.1,-7106.1,164494
lummy周佳汝,22000.0,29094.84,-7094.84,126090
星星该睡了,27500.0,34590.73,-7090.73,318208
爱化妆的空空欧尼,35000.0,42079.94,-7079.94,526304
cestkiii,17500.0,24557.64,-7057.64,289477
陆同学,25600.0,32655.88,-7055.88,254077
乔意思耶,28000.0,35055.73,-7055.73,261508
overwater,27800.0,34787.53,-6987.53,194969
fish的家,24000.0,30947.29,-6947.29,201986
我有粉色小铲子,13000.0,19945.14,-6945.14,117513
柏忆辰,12000.0,18943.32,-6943.32,133565
阿噗的零食,21600.0,28536.18,-6936.18,125540
盐焗独角兽,12000.0,18933.28,-6933.28,126813
婕哥很暴躁,22000.0,28928.36,-6928.36,137999
被光选中的人,15000.0,21876.45,-6876.45,169959
白白babe,25000.0,31869.63,-6869.63,222298
小羊咩咩,20000.0,26863.35,-6863.35,209757
食梦鲨,23000.0,29852.34,-6852.34,167498
Russell爱打呼,12000.0,18844.95,-6844.95,104555
彭格儿在法国,30000.0,36844.94,-6844.94,389644
沉溺.,13200.0,20040.26,-6840.26,168714
毕慧Bee,25000.0,31826.59,-6826.59,157480
Miley弥梨,30000.0,36808.89,-6808.89,383605
思起起,12000.0,18747.47,-6747.47,126572
课代表,13400.0,20144.0,-6744.0,172064
HOHO的日常,12000.0,18740.78,-6740.78,124681
任奎泷,11800.0,18527.76,-6727.76,117633
硕士三娃妈lily,24000.0,30724.14,-6724.14,257418
秋山madoka,12500.0,19220.48,-6720.48,129307
玛玛ma,29900.0,36620.4,-6720.4,384871
Xxzi,13400.0,20115.99,-6715.99,171164
孔肖吟,22000.0,28711.8,-6711.8,127870
Yvestiny,22000.0,28699.65,-6699.65,130759
娜比Nabiii,30000.0,36660.85,-6660.85,377423
🧀芝芝西瓜冰🍉,11999.0,18649.81,-6650.81,122616
老外枫了,20000.0,26630.71,-6630.71,322157
吉娜GinaWang,40000.0,46580.84,-6580.84,381684
设计师麦小西,12000.0,18579.4,-6579.4,119172
Yara颜颜,31000.0,37570.84,-6570.84,410270
Echo晶,18500.0,25066.72,-6566.72,324824
韩哆啦,22000.0,28558.04,-6558.04,357133
苑子豪,22000.0,28553.73,-6553.73,123907
Jer是洁儿,26000.0,32544.66,-6544.66,243814
伞聊山,15800.0,22333.93,-6533.93,186079
甘比 Kimbee,24400.0,30932.34,-6532.34,267209
艺术家TinaYu,24100.0,30628.65,-6528.65,120031
龙介Ryusuke,13448.0,19976.12,-6528.12,165020
kari,12000.0,18522.58,-6522.58,118296
Twins鹿鹿森森,22000.0,28521.27,-6521.27,117877
鑫淼,50000.0,56489.52,-6489.52,639203
栖山晓鹤,26000.0,32468.48,-6468.48,224862
山乙几,15000.0,21448.81,-6448.81,169283
KK.Kayla,23600.0,30038.19,-6438.19,142899
芽虫日记,22000.0,28416.27,-6416.27,119651
李火锅锅锅锅锅,25000.0,31390.54,-6390.54,214039
