达人名称,视频笔记报价,模型预估报价,报价偏差,粉丝数
赵樱子,70000.0,31684.7,38315.3,192636
山尼爱太极,80000.0,41498.39,38501.61,519150
唐九洲,70000.0,31467.66,38532.34,403161
熊掌日记,70000.0,31360.82,38639.18,178334
宣美_SUNMI,70000.0,31359.47,38640.53,195613
西捏 si-ne,70000.0,31144.51,38855.49,143132
ranran,101280.0,62143.8,39136.2,1012352
幻想家japaul,90000.0,50604.61,39395.39,744585
栗子熟了,98000.0,58448.79,39551.21,1023247
安崎,70000.0,30402.34,39597.66,176045
胡凯旋,90000.0,50354.11,39645.89,1051447
王格格啊啊,70000.0,30154.56,39845.44,101491
江奇霖,70000.0,29869.47,40130.53,164395
小甜饼pomogisebe,78000.0,37831.42,40168.58,651159
钟楚曦,150000.0,109823.36,40176.64,2614720
TOROON,80000.0,39756.19,40243.81,448740
酱小酱吖.,80000.0,39745.53,40254.47,410558
周周全全,80000.0,39514.04,40485.96,369162
宋祖儿lareina,150000.0,109208.95,40791.05,2509913
是自顾自少女呀！,80000.0,39063.53,40936.47,453271
lu.meng,90000.0,48966.96,41033.04,708891
保保熊,80000.0,38885.17,41114.83,451236
李光洁,70000.0,28670.57,41329.43,133615
王洋爱傻笑,70000.0,28665.39,41334.61,125031
赵南希,75000.0,33334.34,41665.66,226320
185同学,85000.0,43320.5,41679.5,527649
Lazy M,70000.0,28223.85,41776.15,113143
赵今麦,150000.0,108160.22,41839.78,2484118
张踩铃,150000.0,108105.82,41894.18,1888998
滤镜粉碎机,70000.0,27847.88,42152.12,102633
李李奉,99000.0,56844.57,42155.43,1018116
在下阿桃,80000.0,37348.71,42651.29,373496
邻家晓亮,79300.0,36414.74,42885.26,312650
李娃娃,120000.0,76846.23,43153.77,934308
斤斤-,84800.0,41483.49,43316.51,528562
木子和又又,80000.0,36336.38,43663.62,372001
非洲十年,79000.0,35054.08,43945.92,297093
张柏芝,150000.0,105619.38,44380.62,2370903
叶咕,80000.0,35516.85,44483.15,239128
Nico爱肉包,87000.0,42266.02,44733.98,663124
沛瑶小姨,80000.0,34855.47,45144.53,268806
灵总Daily,90000.0,44653.45,45346.55,637086
治不开心药,85000.0,39187.96,45812.04,427222
李金颐athena,78000.0,31955.47,46044.53,512578
草推车,80000.0,33566.6,46433.4,206612
阿爆,80000.0,32561.49,47438.51,145813
萌儿youm,95400.0,47777.61,47622.39,716411
峻宁峻宁,100000.0,52168.04,47831.96,895907
佳欢说车,80000.0,32122.02,47877.98,251828
张蕾,80000.0,32045.75,47954.25,207854
Cecilia宋妍霏,150000.0,101630.13,48369.87,2386377
C位百万算法,138000.0,89475.37,48524.63,2061903
S呐_,80000.0,31057.45,48942.55,180116
张沫凡MOMO,100000.0,51050.46,48949.54,839532
慧慧饱饱,88200.0,38802.92,49397.08,324756
刘佳宇,80000.0,30400.26,49599.74,192223
范依岚_11,80000.0,30385.44,49614.56,159280
耳朵仔子,95000.0,45136.25,49863.75,599767
李宏毅,70000.0,20026.91,49973.09,134829
李柘远LEO,85000.0,35014.39,49985.61,328410
马什么甲,70000.0,19787.66,50212.34,107821
Yesung,86000.0,35285.4,50714.6,266996
尤那沙,85000.0,34273.17,50726.83,254755
妤Yuki,98000.0,47212.55,50787.45,651070
刘浩群,76500.0,25428.36,51071.64,135163
可爱的QQ呀,100000.0,48849.83,51150.17,775451
高文君Wendy,89800.0,38639.91,51160.09,430940
知竹zZ,98000.0,46262.83,51737.17,502037
顽童大人,89000.0,37198.4,51801.6,384050
我是你的cc阿,150000.0,97992.6,52007.4,1898904
逍飞,90000.0,36565.49,53434.51,351157
李沁,150000.0,96555.35,53444.65,1924400
毛光光（重新出发）,100000.0,46377.68,53622.32,561565
xEnayuakxbmrevfwl,100000.0,45431.25,54568.75,565959
韩国人攸攸一蜜达,98000.0,43245.74,54754.26,467467
小三金,180000.0,125229.58,54770.42,3217866
HiyaSonya,115000.0,59838.66,55161.34,1070764
这辈子再也不上班,86800.0,30888.31,55911.69,447630
江问渔,100000.0,43814.21,56185.79,604472
无糖奶茶,88000.0,31305.08,56694.92,382156
张艺杰,200000.0,143084.95,56915.05,3614115
王OK,100000.0,42986.84,57013.16,600919
SHIYI,90000.0,32765.92,57234.08,226187
土拨鼠,110000.0,52650.91,57349.09,879647
七七呢,120000.0,61841.68,58158.32,1094750
BB大王,110000.0,51579.55,58420.45,693597
静静香,120000.0,61397.99,58602.01,919513
陈思铭Simon,100000.0,41220.52,58779.48,310425
橘子念念,82000.0,22959.84,59040.16,183860
赵小黎,120000.0,60781.8,59218.2,1137477
夏美,100000.0,40426.28,59573.72,417198
Fyuan方圆,120000.0,59940.88,60059.12,1108425
斑马酱锵锵锵,80000.0,19394.75,60605.25,123992
刘大悦,150000.0,89285.56,60714.44,2065011
绿野逸子,100000.0,37427.04,62572.96,404354
杂鱼川,100000.0,37331.11,62668.89,677770
樱桃马天妮,150000.0,87189.0,62811.0,1902753
饮咩嘢,100000.0,35784.08,64215.92,615647
宋轶,150000.0,85762.25,64237.75,1858022
周仙仙耶,110000.0,45360.98,64639.02,621530
Ziyun关茈匀,100000.0,34984.69,65015.31,301302
何慧香,105000.0,39755.69,65244.31,447095
菜盟主,145000.0,79653.15,65346.85,1686607
ahua_a,100000.0,34477.79,65522.21,291074
花少北,100000.0,34447.74,65552.26,144756
一只学土木的驼,95000.0,28754.91,66245.09,376071
彭十六elf,120000.0,53372.85,66627.15,855112
杨超越,150000.0,83131.39,66868.61,1641809
石村小月,100000.0,32864.36,67135.64,262049
皮卡悠,100000.0,32104.73,67895.27,115560
我是T太,100000.0,31853.52,68146.48,218563
NC妮蔻,100000.0,31814.06,68185.94,230639
王玉雯Uvin,150000.0,81570.5,68429.5,1562696
一颗南仔,100000.0,31452.65,68547.35,219301
Yvonne Du,115000.0,46411.55,68588.45,660977
吴千语Karena,150000.0,81044.53,68955.47,1646785
大婷,98000.0,28807.55,69192.45,133820
广式老吴,120000.0,50514.98,69485.02,769178
郑志杰,100000.0,29317.74,70682.26,136857
大笨狗之家,99999.0,29124.04,70874.96,400484
秦岚,150000.0,78979.29,71020.71,1615461
Aloved,120000.0,48684.6,71315.4,520212
张百乔,150000.0,78487.9,71512.1,1289315
洪欣,100000.0,28378.01,71621.99,121909
当然是当,125000.0,53238.61,71761.39,684424
朱梓橦,108000.0,34147.09,73852.91,304459
王鸥,150000.0,75830.74,74169.26,1292917
小管baby,150000.0,75824.2,74175.8,1646680
任九爷,100000.0,25560.31,74439.69,139801
林俊熙,167400.0,92098.06,75301.94,2145642
杨采钰ORA,150000.0,74685.9,75314.1,1541594
瑞雪Cloe,130000.0,53538.26,76461.74,908271
王星越,150000.0,72740.41,77259.59,1245567
程晓玥YvonneChing,150000.0,72667.98,77332.02,1309050
金惠敏,150000.0,72000.36,77999.64,1298055
王冰冰,126500.0,48256.62,78243.38,716012
吴岱林,150000.0,71426.85,78573.15,1414391
东瓜嘀嘀,150000.0,71188.55,78811.45,1457055
哈妮克孜,150000.0,70733.85,79266.15,1367961
吃吃_孙涵清,120000.0,40635.57,79364.43,264467
李同学,120000.0,40531.87,79468.13,507220
火山大王,140000.0,57621.93,82378.07,1042862
是孙珍妮,150000.0,67005.77,82994.23,1262777
文俊辉,150000.0,65659.2,84340.8,809664
王艺妍妤Yanyu,135000.0,50047.12,84952.88,642321
En-Li恩利,150000.0,64374.32,85625.68,1205955
我是李鄂,120000.0,33511.29,86488.71,174183
宋佳,150000.0,63317.94,86682.06,1080429
张子枫,150000.0,62801.44,87198.56,994606
李边请,150000.0,62155.04,87844.96,1009920
杨蓉,150000.0,61418.63,88581.37,1125149
张好运,110000.0,21213.84,88786.16,157351
时尚奶奶,118000.0,28762.51,89237.49,137379
馨子,150000.0,59563.79,90436.21,1093066
兰花干子,123456.0,32598.07,90857.93,184694
谭松韵seven,150000.0,58666.1,91333.9,830881
好梦一日游,150000.0,58364.04,91635.96,806626
罗云熙,150000.0,58114.91,91885.09,838931
汪雨橦TONG,135000.0,41471.34,93528.66,418122
许文婷Venteen🥐,130000.0,36419.45,93580.55,516593
BONNIE万洁,150000.0,55129.11,94870.89,878467
秋鱼不能不吃饭啊,122500.0,27220.11,95279.89,273609
皮皮在农村,188000.0,91895.69,96104.31,2071329
魏大勋,150000.0,52187.76,97812.24,686608
李思思,150000.0,51801.88,98198.12,709617
陈丽君,150000.0,51725.64,98274.36,741739
张阿福,150000.0,51680.09,98319.91,726224
黄饱饱了,150000.0,50037.37,99962.63,706445
虎哥说车V,150000.0,48985.76,101014.24,756525
李庚希Teresa,150000.0,46759.31,103240.69,574445
秦海璐,150000.0,46456.1,103543.9,376885
任敏,150000.0,45576.23,104423.77,624241
赵霁,150000.0,44594.42,105405.58,688880
章鱼呆呆,218800.0,113192.68,105607.32,2815310
杨丞琳,150000.0,44213.04,105786.96,584266
xxokate,220000.0,114073.65,105926.35,2281052
王昶,150000.0,43212.32,106787.68,717448
李依晓,150000.0,42563.93,107436.07,552825
李承铉,150000.0,41573.34,108426.66,499128
比例billie,150000.0,41310.99,108689.01,494578
雪瑞姑姑,168000.0,58563.09,109436.91,1032624
田嘉瑞,150000.0,39999.93,110000.07,690572
林更新,150000.0,39734.22,110265.78,620956
黄轩,150000.0,39515.22,110484.78,337863
向涵之,150000.0,37736.46,112263.54,377645
三金的汽车日记,150000.0,37264.62,112735.38,298866
斜杠玩家吉叔（郭吉勇）,158000.0,44857.24,113142.76,628350
ZELZELZELZEL,145000.0,30174.36,114825.64,158729
庞博pangbobo,150000.0,34080.16,115919.84,321490
李斯丹妮,150000.0,33178.34,116821.66,259950
itsboiJOE,160000.0,42994.07,117005.93,409602
郭郭旭旭,160000.0,41982.32,118017.68,514070
米卡MIKA,150000.0,31651.3,118348.7,145695
侯雯元,150000.0,30777.63,119222.37,160528
黄河山hhs,150000.0,30536.92,119463.08,184426
刘雨昕XIN LIU,150000.0,30140.73,119859.27,123666
nya酱的一生,170000.0,47254.28,122745.72,638048
朱炜强,158000.0,34367.51,123632.49,313326
Lady Melody,180000.0,54084.49,125915.51,932781
小岗同学,180000.0,48736.58,131263.42,739378
肖恩雅Addy,180000.0,48474.77,131525.23,722377
椰小熊崽,155200.0,23616.01,131583.99,126883
黄玉瑶,180000.0,43203.74,136796.26,469924
名侦探小宇,200000.0,63061.84,136938.16,1169227
野猪啾一,190000.0,51710.21,138289.79,808558
人鱼线的pdd,200000.0,61317.52,138682.48,1079025
杨凯雯rr,200000.0,56743.35,143256.65,975143
提款,200000.0,56505.34,143494.66,870926
Kat🐱,185000.0,40579.61,144420.39,429811
高雨田大魔王,300000.0,148610.45,151389.55,3932166
PRAKSIN 普拉克辛,180000.0,28183.8,151816.2,114499
Rose,206040.0,53835.48,152204.52,861773
名模坤,200000.0,47087.53,152912.47,485238
天才小熊猫,200000.0,46493.69,153506.31,678829
好平静的姐姐,200000.0,40801.5,159198.5,446760
晨晨🐰,450000.0,289071.89,160928.11,7569775
秦思,248000.0,83867.41,164132.59,1650501
赵睿2R,200700.0,33793.65,166906.35,158828
林小糍粑,200800.0,29106.85,171693.15,135566
啊哈哈哈哈哈黑猫警长！,240000.0,66222.93,173777.07,1214892
小瑶的,213800.0,28071.88,185728.12,163554
julia_ty,250000.0,64174.8,185825.2,1138208
何丹彤,250000.0,61271.65,188728.35,1151719
徐汇一只猹,247200.0,56804.58,190395.42,846782
-谢欣桐-,280000.0,86386.15,193613.85,1928626
田田小阿姨,280000.0,78694.16,201305.84,1542271
氛围帅哥杰西卡,280000.0,64650.65,215349.35,1122217
邓家佳,250000.0,33491.0,216509.0,196160
阿园的逃跑计划,350000.0,108078.99,241921.01,2452324
张雅琪不社牛,300000.0,46146.46,253853.54,550734
八戒说车,320000.0,47802.6,272197.4,743704
陶阿狗君,360000.0,80671.35,279328.65,1326118
基本祐利,350000.0,51400.17,298599.83,694878
李沛恩,347200.0,45540.9,301659.1,217457
房琪kiki,450000.0,134865.05,315134.95,3291951
大能,350000.0,32806.85,317193.15,263844
zhangsij1e,383300.0,62642.84,320657.16,845476
ABCD妈,408000.0,79136.02,328863.98,1691102
EvanKail埃文凯尔,391400.0,61714.57,329685.43,986739
咸鱼中下游,384500.0,46827.15,337672.85,465477
金毛馨,402000.0,49476.77,352523.23,760748
黄星Eliot🌟,453400.0,47034.04,406365.96,275195
万宁叔,450000.0,42114.19,407885.81,565746
祝晓晗,600000.0,179432.99,420567.01,4911194
南 翔,700000.0,170697.71,529302.29,3710686
这很凉爽,1000000.0,40096.28,959903.72,439492
Fu-sunny,1234567.0,30730.93,1203836.07,178294
蔡徐坤,1963400.0,154661.92,1808738.08,3190819
