达人名称,综合价值分,粉丝数,认证类型,视频笔记报价,视频CPE,互动成本指数,粉丝质量指数,内容吸引力指数,省份
我的世界胖胖,8.08,213714,腰部达人,2500.0,0.61,0.04918005620601137,0.30179599999999995,0.04368076923076923,江西
Annalisa七七,8.08,127699,腰部达人,10000.0,0.0,0.001771717154589004,0.3776,0.1615,美国
小雨大人,8.07,213900,腰部达人,18000.0,11.67,0.0025704091075204865,0.47306448,0.012184615384615386,中国
旺川丘酷,8.06,138235,腰部达人,800.0,0.87,0.03448248275854186,0.35954795999999994,0.010026923076923076,福建
张子枫,8.05,994606,明星,150000.0,54.99,0.0005452681785482926,0.48707285,0.003080769230769231,北京
王影璐-,8.04,250937,明星,70000.0,0.0,0.001771717154589004,0.47886862,0.005826923076923077,北京
秦岚,8.02,1615461,明星,150000.0,0.0,0.001771717154589004,0.47627888,0.007830769230769231,中国
李庚希Teresa,8.02,574445,明星,150000.0,0.0,0.001771717154589004,0.47912204999999997,0.003953846153846154,中国
一页周周,8.0,196021,腰部达人,16000.0,11.0,0.002726987792126382,0.46770400000000006,0.0122,上海
魔都木子李,8.0,117498,腰部达人,20000.0,0.0,0.001771717154589004,0.4718532,0.013026923076923077,中国
覃小侠,7.99,121227,腰部达人,9700.0,0.6,0.049999728571351015,0.3240324,0.0022999999999999995,中国
niuniu_,7.99,121821,腰部达人,21000.0,13.14,0.00228281996077961,0.47365539000000006,0.0058923076923076915,安徽
李小萌,7.99,228804,明星,50000.0,57.01,0.0005259379055490013,0.48329311999999996,0.004246153846153846,北京
鑫淼,7.98,639203,头部达人,50000.0,1.08,0.02777749999992063,0.3777813,0.006261538461538462,浙江
不是张嘉佳,7.98,145912,腰部达人,6000.0,1.44,0.02083305357134864,0.40069675,0.00465,陕西
179的月大宝,7.96,317483,腰部达人,25550.0,9.75,0.00307663824167686,0.466,0.008846153846153847,湖南
黄舒宁Yvonne,7.96,189063,腰部达人,30000.0,25.54,0.0011743426556965145,0.47553,0.008092307692307694,中国
荷里寒,7.95,795517,头部达人,95000.0,0.89,0.03370758908499335,0.36162740000000004,0.002796153846153846,黑龙江
小爱Ayla,7.95,124445,腰部达人,12600.0,18.48,0.0016230913728313013,0.46935239999999995,0.013342307692307692,日本
Saisa&Wiktor,7.95,466358,腰部达人,35000.0,1.76,0.017045173701218462,0.408373,0.009907692307692308,江苏
李沛恩,7.93,217457,明星,347200.0,0.0,0.001771717154589004,0.47093371000000006,0.007915384615384614,上海
抓马刘翠花,7.93,258191,腰部达人,15000.0,0.86,0.03488344518264547,0.35714406,0.0030653846153846157,湖南
你的中二芒果,7.92,138187,腰部达人,10000.0,1.22,0.024589885245822014,0.38593009,0.0043,United
张雅琪不社牛,7.92,550734,头部达人,300000.0,34.15,0.000878191842629169,0.4773,0.003953846153846154,中国
MOSCOW,7.91,370714,腰部达人,25000.0,180.9,0.0001655518122851186,0.46651600000000004,0.02418846153846154,广东
Jasmine茉莉与冰川,7.91,195064,腰部达人,35000.0,27.54,0.0010890392156047309,0.46624644000000004,0.018280769230769232,挪威
YANG咩咩,7.9,140672,腰部达人,9300.0,3.65,0.008218894716161699,0.44249538000000005,0.005903846153846154,河南
Domi锘,7.9,108894,腰部达人,6500.0,1.39,0.02158245426507943,0.39412,0.0047,上海
琪琪大哥,7.9,140232,腰部达人,15000.0,3.29,0.009118257924365486,0.43510004999999996,0.011015384615384614,安提瓜岛和巴布达
梁馨,7.89,448313,腰部达人,58000.0,1.27,0.023621768278885423,0.3880284,0.003415384615384615,浙江
小鹿咚咚,7.88,140036,腰部达人,12000.0,36.47,0.0008223084334645976,0.46675663,0.01638076923076923,河北
吴千语Karena,7.87,1646785,明星,150000.0,12.67,0.002367512910054991,0.46427158,0.008353846153846154,香港
皮卡悠,7.86,115560,腰部达人,100000.0,0.0,0.001771717154589004,0.45761331000000005,0.022026923076923076,广东
允熙_YuGu,7.85,106447,腰部达人,20000.0,3.67,0.008174103542153368,0.43740816000000005,0.008930769230769232,中国
书影知了,7.85,502406,头部达人,15000.0,1.51,0.01986726963095121,0.39353385,0.010392307692307692,中国
宋宋在宅家,7.84,191463,腰部达人,10000.0,0.0,0.001771717154589004,0.4702336000000001,0.001303846153846154,湖南
吃娱喵喵酱,7.84,176802,腰部达人,6000.0,0.37,0.08108081853274351,0.26039028,0.006530769230769231,江西
年糕糕,7.84,528180,头部达人,40000.0,2.59,0.011582729178077062,0.42586668,0.005761538461538462,广东
西村水中芥,7.84,244899,腰部达人,42000.0,23.2,0.0012928181033667488,0.46454183999999993,0.013184615384615385,广州
加藤在中国,7.83,215502,腰部达人,40000.0,1.57,0.019107999999919925,0.39934372,0.003696153846153846,中国
贝拉公主的日常,7.83,130742,腰部达人,20000.0,8.11,0.0036988522105933217,0.4585024,0.004911538461538462,中国
三露肉,7.82,206305,腰部达人,18000.0,5.17,0.005802423873917183,0.4464199,0.008207692307692308,浙江
程彼得Peter,7.82,103127,腰部达人,20000.0,10.36,0.0028954680087437553,0.46083719,0.005511538461538461,中国
至本,7.81,146244,企业机构号,10600.0,40.15,0.0007469125065898392,0.45391149999999997,0.03020769230769231,上海
琳琳_🌷,7.81,128728,腰部达人,17000.0,6.5,0.0046151002196989635,0.445079,0.017076923076923076,中国
艺术家TinaYu,7.79,120031,腰部达人,24100.0,2.14,0.014018409879759297,0.41398524000000003,0.005746153846153846,United
日本女生Raia🐱,7.79,392101,腰部达人,20000.0,3.35,0.008954940724865792,0.43119083999999996,0.008823076923076923,Japan
你的怡然.,7.79,201035,腰部达人,8300.0,1.46,0.020547665361955268,0.38563932,0.01408076923076923,中国
野爷YOKI,7.79,367060,腰部达人,30000.0,1.0,0.029999722857063673,0.36510084,0.001523076923076923,中国
今天看肉包了吗,7.79,141756,腰部达人,66400.0,8.81,0.0034049365979403738,0.4582178,0.003096153846153846,中国
LEMON柠,7.78,332254,腰部达人,28000.0,41.98,0.0007143405021984229,0.46651176000000005,0.008573076923076923,中国
余额宝,7.78,765195,企业机构号,61700.0,42.01,0.0007138301764070167,0.43501619999999996,0.05590384615384615,福建
春桃小梅,7.77,102396,腰部达人,6000.0,1.43,0.02097874125866134,0.38807766000000005,0.006507692307692308,中国
王格格啊啊,7.77,101491,腰部达人,70000.0,13.08,0.002293292922592211,0.462,0.0030307692307692305,陕西
魏大勋,7.77,686608,明星,150000.0,0.0,0.001771717154589004,0.4549,0.017465384615384615,北京
北冉,7.76,230092,腰部达人,32000.0,43.13,0.0006952860123062217,0.46617417,0.00745,中国
耶嘻五安,7.76,108320,腰部达人,11000.0,14.47,0.0020729698883576717,0.46012696000000003,0.006461538461538461,中国
overwater,7.76,194969,腰部达人,27800.0,3.8,0.007894453383377659,0.43436063999999996,0.007473076923076923,上海
李嘉欣,7.76,130806,腰部达人,8500.0,3.26,0.009202170902636034,0.42857584,0.00895,中国
Pupu的小记,7.76,161487,腰部达人,19000.0,9.09,0.003300045261587661,0.45592657000000003,0.005242307692307693,浙江
椰汁面包Zz,7.75,223975,腰部达人,14900.0,8.67,0.003459922886720429,0.4541636,0.005973076923076923,四川
甜崽一直吃,7.75,392927,腰部达人,14000.0,4.24,0.007075188005309779,0.43853109999999995,0.005976923076923078,中国
高泽宇,7.75,3153374,头部达人,100000.0,0.94,0.031914617021197564,0.35734744,0.002784615384615385,中国
爱吃火锅的妮妮,7.74,172582,腰部达人,16000.0,26.07,0.0011504626006089101,0.46087691999999997,0.0104,河北
李酸雨,7.72,108225,腰部达人,25000.0,1.25,0.02399972114277747,0.37428601,0.009142307692307693,英国
卷卷kitkit,7.7,107899,腰部达人,16500.0,0.0,0.001771717154589004,0.36197892,0.1511,中国
菲利普Philipp,7.7,764338,头部达人,22000.0,1.26,0.023809244897879493,0.3777774,0.0036346153846153846,德国
特雷森Trayson😎,7.68,115084,腰部达人,1500.0,1.95,0.01538433406585369,0.4,0.010046153846153845,马来西亚
xxxanaxxx,7.68,950957,头部达人,69800.0,4.09,0.007334679706520433,0.43508178000000003,0.0030384615384615385,中国
zhangsij1e,7.68,845476,头部达人,383300.0,6.27,0.004784404647902353,0.4461,0.0029846153846153846,北京
RRobin,7.68,129095,腰部达人,15000.0,8.15,0.0036806969324340052,0.44940359999999996,0.005453846153846155,上海
林秋奈,7.68,115376,腰部达人,17000.0,1.26,0.023809244897879493,0.37533132,0.005746153846153846,中国
花木兰动画导演TonyBancroft,7.67,316805,腰部达人,40000.0,7.35,0.004081348104874968,0.44709846000000003,0.005246153846153846,美国
Hadwin.,7.66,131767,腰部达人,40000.0,26.41,0.0011356479687614307,0.4592,0.005215384615384616,Australia
拾陆内子,7.65,137184,腰部达人,35000.0,9.46,0.003170962548997454,0.44640924,0.009823076923076924,中国
花三三,7.65,420457,腰部达人,75000.0,84.65,0.0003541148594239232,0.45849696,0.011526923076923077,广东
南 翔,7.65,3710686,头部达人,700000.0,3.95,0.007594653164475948,0.43136225,0.0048769230769230764,江苏
冉冉蔷薇,7.65,169000,腰部达人,17000.0,9.42,0.0031844285713471987,0.44602152,0.010523076923076923,云南
C位娱子酱,7.64,345843,腰部达人,15000.0,0.76,0.039473409774357676,0.331668,0.005042307692307692,江西
林柏叡Charles,7.64,193351,腰部达人,23800.0,24.51,0.0012237048434225763,0.45575783999999997,0.008346153846153847,北京
蛇尾巴猪,7.64,891644,头部达人,80000.0,1.1,0.027272449350569942,0.36496416,0.0031653846153846155,广东
刘些宁,7.64,488399,明星,50000.0,1.75,0.017142576326450377,0.3964779,0.002988461538461539,北京
倾清不太呆,7.63,251213,腰部达人,13000.0,1.11,0.027026749034669603,0.36237167000000003,0.006880769230769231,中国
无敌小羊历险记,7.63,182103,腰部达人,20000.0,4.63,0.0064791977783823325,0.43375073999999997,0.006334615384615385,中国
狗屎大侠,7.62,394543,腰部达人,62200.0,11.34,0.002645217686993413,0.45096024,0.004334615384615385,中国
女娲啊呀,7.61,206536,腰部达人,12800.0,5.33,0.005628233717420836,0.42340896,0.025596153846153845,中国
李川,7.6,135234,明星,44600.0,0.0,0.001771717154589004,0.44822,0.012273076923076923,上海
李妍星座指南,7.6,195790,腰部达人,18000.0,11.84,0.0025334987933548674,0.43892618,0.021623076923076925,中国
神奇的阿茆茆,7.59,211134,腰部达人,42000.0,26.27,0.001141701669394778,0.445662,0.01978076923076923,香港
一棵凉苗,7.59,132035,腰部达人,5000.0,0.85,0.035293842016727965,0.34176968,0.0016538461538461537,上海
一只豆豆,7.59,196647,腰部达人,38000.0,20.36,0.0014731921133060825,0.44932401,0.011753846153846153,云南
呆君茹,7.58,118783,腰部达人,32000.0,50.71,0.0005913137447419218,0.45558333,0.007953846153846155,中国
Lee Sun,7.58,176398,腰部达人,18600.0,0.0,0.001771717154589004,0.45203935,0.0046807692307692305,韩国
阿白看这边,7.58,203113,腰部达人,30000.0,1.25,0.02399972114277747,0.37224168,0.0023884615384615385,中国
陈钰琪Yukee,7.58,251993,明星,50000.0,33.62,0.0008920405370137066,0.45331218,0.00863076923076923,北京
陳创-,7.57,132178,腰部达人,20000.0,5.95,0.005041732532931983,0.43817850999999997,0.0034653846153846154,中国
欧阳锋广东小火鸡,7.57,123162,腰部达人,30000.0,4.38,0.006849031311073525,0.4289,0.0064423076923076925,广东
里普,7.56,108381,腰部达人,46000.0,3.67,0.008174103542153368,0.42377247,0.0050538461538461536,四川
nanciii_^,7.56,100367,腰部达人,7000.0,4.28,0.007009062082695975,0.42718473,0.007273076923076923,美国
黄玉瑶,7.55,469924,腰部达人,180000.0,41.0,0.0007314218117651169,0.45446643999999997,0.005557692307692307,上海
冷巴🍎（拍戏版）,7.55,327261,腰部达人,55000.0,16.8,0.001785429081551166,0.44897961,0.006888461538461538,浙江
布丁豆丁,7.54,229238,腰部达人,15500.0,15.44,0.0019427200221242996,0.4324464,0.029742307692307693,中国
刘畅木法沙,7.54,129225,明星,51400.0,5.93,0.005058737653496231,0.4290462,0.014326923076923077,浙江
康康造型,7.53,159456,腰部达人,15200.0,11.13,0.002695132845509654,0.43952236,0.013307692307692307,江苏
OWEN欧阳子文,7.53,203772,腰部达人,42000.0,3.06,0.009803638655381353,0.41261311999999994,0.009473076923076924,北京
乔意思耶,7.53,261508,腰部达人,28000.0,28.25,0.0010616614917010078,0.44280067,0.018903846153846156,中国
徐大力dali,7.52,105071,腰部达人,10000.0,47.17,0.0006357119233564397,0.44788744,0.013111538461538461,北京
爱吃年糕的阿泽,7.52,302208,腰部达人,48000.0,13.4,0.002238520895440938,0.438768,0.01585,中国
旅行收藏家,7.52,500715,头部达人,68000.0,1.34,0.0223877803837155,0.37206882,0.004973076923076923,广东
陈易,7.52,430822,腰部达人,9608.0,1.29,0.023255534883641193,0.37124,0.0026038461538461536,中国
于锡明,7.51,545518,头部达人,30000.0,4.33,0.006928122731690624,0.422261,0.010738461538461539,中国
陈错,7.51,128287,腰部达人,8000.0,1.17,0.025640747252667715,0.36189000000000004,0.00505,浙江
Nicoleeee_裴,7.51,110077,腰部达人,27600.0,3.44,0.008720647009885858,0.4200632,0.002896153846153846,新西兰
行行,7.51,124607,腰部达人,5200.0,51.79,0.0005789768570061038,0.45063246,0.008426923076923078,辽宁
是咯于咯,7.51,219470,腰部达人,20000.0,9.09,0.003300045261587661,0.44028096,0.00641923076923077,中国
肆壹,7.51,184665,腰部达人,10000.0,3.13,0.00958438156085023,0.41575700000000004,0.004803846153846153,内蒙古
阿乐不会拉花,7.5,450456,腰部达人,28500.0,16.03,0.0018712057748048936,0.44401362000000005,0.008980769230769231,上海
KiKidoudou,7.5,152931,腰部达人,20000.0,111.42,0.0002689658434448144,0.45342944,0.006080769230769231,中国
羊小羊,7.5,133511,腰部达人,4000.0,23.39,0.0012823140535433422,0.44487000000000004,0.011719230769230768,四川
顾媛佳,7.5,157588,腰部达人,15000.0,9.34,0.003211706638034261,0.4397,0.00686923076923077,江苏
球大王,7.5,127234,腰部达人,19080.0,43.68,0.0006865276686782349,0.440515,0.022242307692307693,广东
花生-陈昱玟💖,7.49,147387,腰部达人,16000.0,1.53,0.019607563025130052,0.38057367000000003,0.0032000000000000006,挪威
阿炸都行,7.49,230634,腰部达人,25000.0,1.45,0.020689375369378184,0.36457138,0.021826923076923077,中國
blve,7.48,145830,腰部达人,18000.0,8.69,0.0034519592305614242,0.43842266,0.005657692307692308,美国
卢雅熙coco,7.48,247069,腰部达人,20000.0,3.1,0.009677136405449111,0.4125,0.006673076923076922,中国
张张同学,7.47,118556,腰部达人,7500.0,0.0,0.001771717154589004,0.43879968,0.01466923076923077,中国
徐艺洋,7.47,473374,明星,70000.0,4.79,0.006262764091776916,0.42715324,0.003665384615384615,北京
罗OK不想上班,7.47,233449,腰部达人,25800.0,7.07,0.004242996969003376,0.4315,0.009573076923076924,广东
容十一,7.46,429460,腰部达人,39000.0,8.63,0.003475960933538912,0.43302745,0.011888461538461539,上海
江莱吖,7.46,113761,腰部达人,7400.0,17.87,0.0016785060355728333,0.43748117,0.01678076923076923,四川
emshao,7.46,242040,腰部达人,68000.0,46.52,0.0006445983907794934,0.44795316,0.007742307692307692,中国
Samson很忙,7.46,157431,腰部达人,15000.0,2.16,0.013888607142776642,0.39470607999999996,0.008684615384615384,中国
咕噜健身厨房,7.46,249029,腰部达人,38000.0,13.66,0.002195908178123943,0.43589199999999995,0.01518076923076923,上海
诗者小莹,7.46,201452,腰部达人,20000.0,2.68,0.011193747334674077,0.40689244,0.004496153846153846,浙江
宋佳,7.46,1080429,明星,150000.0,0.0,0.001771717154589004,0.44526096000000004,0.0038576923076923076,北京
粤式斯文SISI-7号维特健灵进博会直播,7.45,201260,腰部达人,65000.0,15.63,0.0019191006305738572,0.4354833,0.016646153846153845,中国
小熊同学呀,7.45,102598,腰部达人,10000.0,10000.0,2.71428648979614e-06,0.44997984999999996,0.008296153846153845,上海
赫兹Hez,7.45,170976,腰部达人,45000.0,11.37,0.0026382374669370523,0.43396894,0.0149,中国
办公室桃子吖,7.44,360170,腰部达人,14900.0,3.25,0.009230486153765274,0.40590525,0.01589230769230769,广东
徐嘉璐,7.44,160083,腰部达人,43600.0,11.6,0.0025859219211008446,0.43963584,0.005776923076923077,中国
Soso,7.43,605373,头部达人,55000.0,2.76,0.010869282608614908,0.39278792,0.025603846153846158,中国
王涵大朋友,7.43,370911,腰部达人,30000.0,18.53,0.0016187109705452821,0.44230825,0.0071884615384615385,中国
Peekaoo,7.43,124924,腰部达人,15000.0,0.0,0.001771717154589004,0.43874592999999995,0.01113846153846154,四川
xEnayuakxbmrevfwl,7.43,565959,头部达人,100000.0,45.67,0.0006566008319744751,0.44764714,0.005280769230769231,日本
Aven与猪,7.43,194752,腰部达人,28800.0,5.61,0.00534730939640467,0.4248408,0.008996153846153846,四川
不会笑的蛙🐸,7.43,110338,腰部达人,3500.0,2.17,0.013824603028227593,0.39669659999999995,0.003469230769230769,中国
留住雪山,7.43,122917,腰部达人,15000.0,4.09,0.007334679706520433,0.420755,0.003915384615384616,江苏
畅子,7.43,170366,腰部达人,20000.0,11.16,0.00268788709669278,0.4374,0.007707692307692308,中国
袁璟羽🐟,7.43,194524,腰部达人,15301.0,17.98,0.0016682353407734215,0.44012261999999996,0.009657692307692308,中国
幻想家japaul,7.42,744585,头部达人,90000.0,14.63,0.0020502958694625243,0.42906765,0.022973076923076922,北京
茶茶啊茶茶,7.42,110817,腰部达人,11000.0,18.69,0.001604851180840305,0.43744817999999996,0.013692307692307691,中国
王星越,7.42,1245567,明星,150000.0,0.0,0.001771717154589004,0.44261200000000006,0.004623076923076923,浙江
段公子DU_AN,7.41,150332,腰部达人,13000.0,0.0,0.001771717154589004,0.44199,0.004961538461538462,中国
发财宅女,7.41,725278,头部达人,80000.0,5.2,0.00576894670321554,0.4203,0.011807692307692307,中国
珊野葵葵酱,7.41,517909,头部达人,30000.0,0.0,0.001771717154589004,0.43380389999999996,0.017065384615384614,中国
王玉雯Uvin,7.41,1562696,明星,150000.0,5.45,0.005504303014335591,0.42734952,0.002757692307692308,北京
FlippedMango,7.41,138785,腰部达人,13500.0,19.35,0.0015501023254998892,0.43771000000000004,0.012446153846153846,江苏
一点儿小儿,7.4,168355,腰部达人,,0.0,0.001771717154589004,0.43561679999999997,0.012876923076923076,广东
