达人名称,综合价值分,粉丝数,认证类型,视频笔记报价,视频CPE,互动成本指数,粉丝质量指数,内容吸引力指数,省份
佳玥🍋,6.22,142185,腰部达人,10000.0,45.87,0.0006537367092522523,0.37071328,0.010869230769230768,浙江
Ying偷了酒,6.22,150874,腰部达人,19000.0,33.33,0.0008998045518022006,0.3737331,0.0041884615384615385,英国
天天在家,6.22,128700,腰部达人,20000.0,0.0,0.001771717154589004,0.36196544999999997,0.017603846153846154,海南
我家毛二,6.22,246415,腰部达人,48257.0,31.32,0.0009575689654356869,0.37224396,0.006807692307692307,北京
娜比Nabiii,6.22,377423,腰部达人,30000.0,21.83,0.0013739702898209727,0.37243931999999996,0.0040846153846153845,中国
Sophia King,6.22,116974,腰部达人,13000.0,0.0,0.001771717154589004,0.37040028,0.004896153846153846,北京
胖吴杀猪啦,6.22,113905,腰部达人,7727.0,164.79,0.00018176421931449674,0.37118123999999997,0.012819230769230769,四川
宋轶,6.22,1858022,明星,150000.0,0.0,0.001771717154589004,0.3701002,0.0049192307692307695,北京
冰镇艺术家,6.22,260093,腰部达人,11100.0,18.13,0.0016544306988389972,0.36701343,0.010434615384615384,四川
黄靖洲,6.22,302501,腰部达人,30000.0,21.05,0.0014248928400949342,0.37215871999999994,0.003646153846153846,中国
姜无笛Airdy,6.22,152050,腰部达人,7700.0,7.37,0.004070271758011353,0.36000000000000004,0.007588461538461539,中国
金雌玄雄,6.22,361261,腰部达人,25000.0,73.93,0.00040550366168339046,0.37285183,0.008938461538461537,重庆
鸡质的摆摆菊长大人,6.22,118170,腰部达人,6000.0,12.08,0.0024831587037974726,0.36391761,0.010519230769230769,重庆
瑛瑛怪,6.22,353921,腰部达人,30000.0,0.0,0.001771717154589004,0.366068,0.01105,广东
小璟欧尼（成分版,6.22,419781,腰部达人,58000.0,9.28,0.0032324738299678926,0.3595717,0.013242307692307692,韩国
松司司,6.21,131477,腰部达人,15000.0,0.0,0.001771717154589004,0.36331192,0.014246153846153846,福建
林一蓝,6.21,230858,腰部达人,17000.0,45.53,0.0006586206895735935,0.37110396,0.009003846153846154,浙江
Tani Lee,6.21,133386,腰部达人,8000.0,0.0,0.001771717154589004,0.3728862,0.0,中国
夏爷,6.21,112786,腰部达人,8900.0,0.0,0.001771717154589004,0.37317095,0.0,中国
姜梓宁,6.21,290214,腰部达人,25000.0,27.41,0.001094205660000804,0.36722407999999995,0.012050000000000002,广东
田不甜甜,6.21,493634,腰部达人,38000.0,0.0,0.001771717154589004,0.35502206999999997,0.0269,天津
活力少女阿珍,6.21,724500,头部达人,83000.0,78.95,0.0003797017279560351,0.37162032,0.010034615384615385,北京
明玉_minhngoc,6.21,184109,腰部达人,66000.0,254.83,0.00011743986178707371,0.37735462000000003,0.002576923076923077,浙江
嘿！我是大春,6.21,126104,腰部达人,9800.0,0.0,0.001771717154589004,0.36880038,0.006411538461538461,中国
林怡伦,6.21,3905714,头部达人,112050.0,8.18,0.003667196996076543,0.36508237,0.0015999999999999999,福建
腊味煲蛇饭,6.21,345821,腰部达人,50000.0,0.0,0.001771717154589004,0.37009536,0.004338461538461538,中国
一加徐,6.21,100075,腰部达人,20000.0,80.32,0.00037322036844429423,0.37382112,0.006703846153846154,浙江
麻袋套你哦,6.21,205741,腰部达人,20000.0,0.0,0.001771717154589004,0.36218543999999997,0.016484615384615382,安徽
孙莉,6.21,875114,明星,70000.0,12.91,0.0023234949650618566,0.36848888,0.0037115384615384614,北京
还是果果王呀,6.21,100426,腰部达人,12000.0,0.0,0.001771717154589004,0.36070048,0.018623076923076923,上海
牟睿妮,6.21,102543,腰部达人,50000.0,104.41,0.0002870431676499983,0.37375064999999996,0.007469230769230769,中国
陈唯一only,6.21,234149,腰部达人,17300.0,0.0,0.001771717154589004,0.36006935,0.019230769230769232,中国
港岛格格,6.21,111531,腰部达人,22000.0,117.65,0.0002547079836473663,0.37192129,0.0104,香港
BB大王,6.21,693597,头部达人,110000.0,12.3,0.002438739372740866,0.36641332,0.0058153846153846155,浙江
Naomikyx,6.21,249443,腰部达人,55000.0,0.0,0.001771717154589004,0.37023311999999997,0.00405,日本
Cami卡米拉,6.21,293057,腰部达人,50000.0,0.0,0.001771717154589004,0.36846928,0.0064115384615384624,美国
是丸子啊,6.21,862785,头部达人,40000.0,37.45,0.0008007826052970326,0.37395670000000003,0.0036961538461538464,中国
Shirley雪儿,6.21,100919,腰部达人,10000.0,40.0,0.0007497144999184286,0.37109084999999997,0.008769230769230769,北京
CAI_采,6.21,172769,腰部达人,9800.0,9.98,0.0030057271685415723,0.3627389,0.00835,中国
老谢的穿搭日记,6.21,219540,腰部达人,20000.0,344.83,8.671370149389197e-05,0.36833339,0.015946153846153846,四川
王大Henry,6.21,103647,腰部达人,5000.0,526.32,5.6713845921889656e-05,0.3673869,0.01795,广东
Gino不急闹,6.21,142297,腰部达人,4000.0,50.85,0.0005896849556706277,0.37000000000000005,0.010988461538461539,广东
孙美林,6.21,194673,明星,10000.0,33.11,0.0009057852180225963,0.36972824,0.009584615384615384,北京
肥仔妈妈,6.21,418148,腰部达人,28000.0,0.0,0.001771717154589004,0.36897212,0.0058000000000000005,江苏
没故事的飘飘,6.21,116221,腰部达人,18000.0,529.41,5.638115737937301e-05,0.36427336000000005,0.02221923076923077,中国
娱乐扒拉酱,6.21,846226,头部达人,9500.0,1.95,0.01538433406585369,0.32412359,0.006969230769230769,福建
李目染Suel（跨国创业版）,6.21,131733,腰部达人,16314.0,0.0,0.001771717154589004,0.35709527999999996,0.023561538461538464,中国
多肉小葡萄,6.21,220427,腰部达人,22000.0,0.0,0.001771717154589004,0.36000000000000004,0.01911923076923077,浙江
朱颜曼滋,6.21,232047,明星,70000.0,69.1,0.0004338678105448241,0.3751548,0.0038423076923076926,中国
Karlie佳珊,6.2,143360,腰部达人,12600.0,60.46,0.0004959102593579428,0.37016560000000004,0.01013076923076923,美国
阿噗的零食,6.2,125540,腰部达人,21600.0,0.0,0.001771717154589004,0.36482238,0.011723076923076923,中国
刘蓓霏,6.2,478279,腰部达人,46200.0,70.68,0.0004241626242210941,0.37321875,0.00603076923076923,浙江
奥陌儿,6.2,108486,腰部达人,7000.0,0.0,0.001771717154589004,0.36004976,0.018107692307692307,中国
天才小李,6.2,100953,腰部达人,,0.0,0.001771717154589004,0.36822111,0.006057692307692307,以色列
我是米雪儿,6.2,127698,腰部达人,28000.0,0.0,0.001771717154589004,0.36602225,0.009615384615384616,广东
桃大又,6.2,404020,腰部达人,9000.0,11.7,0.0025638175823361592,0.36577023999999997,0.005392307692307692,中国
钟钟噜噜哒,6.2,391787,腰部达人,48000.0,14.14,0.002121355627318015,0.3629472,0.011846153846153848,山东
小凤的精致生活,6.2,595592,头部达人,60000.0,26.14,0.001147381025167122,0.3681656,0.009823076923076922,中国
D白勺的,6.2,135554,腰部达人,20000.0,16.59,0.0018080330663096285,0.36935916,0.004088461538461539,上海
cocochancoco,6.2,105003,腰部达人,14000.0,58.89,0.0005091387816664622,0.3618712,0.022976923076923075,中国
叶扬Zelax,6.2,167997,腰部达人,25000.0,0.0,0.001771717154589004,0.36861084,0.005653846153846153,中国
中马混血李言,6.2,142256,腰部达人,30000.0,75.38,0.00039769794935553735,0.37427807999999996,0.004492307692307692,广东
芋什么圆,6.2,268032,腰部达人,12000.0,0.0,0.001771717154589004,0.3697344,0.0044115384615384615,安徽
金社长,6.2,338281,腰部达人,7000.0,17.35,0.0017288214079053343,0.36383975999999996,0.012911538461538462,中国
小蝌蚪妈妈（海归版）,6.2,488811,腰部达人,45000.0,28.78,0.0010421051324509651,0.36173383,0.02020769230769231,湖南
Mandy曼蒂,6.2,102079,腰部达人,8000.0,0.0,0.001771717154589004,0.35686330000000005,0.023623076923076927,中國台灣
24h不自动贩卖机,6.2,309080,腰部达人,40000.0,35.45,0.0008459768687477734,0.36933936,0.0093,上海
Kinoii卡诺,6.2,120453,腰部达人,10620.0,0.0,0.001771717154589004,0.36773778,0.007134615384615384,中国
刘大悦,6.2,2065011,头部达人,150000.0,0.0,0.001771717154589004,0.37238229,0.0,中国
鸡腿子,6.2,629755,头部达人,55000.0,13.96,0.0021487120343024967,0.3671451,0.005853846153846154,北京
杰斯,6.2,100594,腰部达人,12000.0,0.0,0.001771717154589004,0.37120204,0.00175,北京
cc小王爱漂亮,6.2,154277,腰部达人,22000.0,0.0,0.001771717154589004,0.36685392,0.008234615384615385,中国
坤坤VIO,6.2,133533,腰部达人,11449.0,0.0,0.001771717154589004,0.36351787999999996,0.013530769230769232,中国
李柘远LEO,6.2,328410,腰部达人,85000.0,129.08,0.00023212835885415146,0.36841464,0.01466153846153846,美国
Bing啊ling,6.2,110411,腰部达人,7000.0,0.0,0.001771717154589004,0.35655428,0.023703846153846155,中国
诗慧Anna,6.2,549526,头部达人,40000.0,0.0,0.001771717154589004,0.36535251,0.010988461538461539,中国
胡小鱼,6.2,137247,腰部达人,35000.0,0.0,0.001771717154589004,0.36628504,0.008765384615384616,中国
阿宇创业随笔【广州版】,6.2,118386,腰部达人,5000.0,1333.33,2.2214348311383e-05,0.36622454,0.019230769230769232,中国
车不软,6.2,110824,腰部达人,36000.0,0.0,0.001771717154589004,0.36737084999999997,0.007065384615384617,中国
MonsterMo,6.2,313353,腰部达人,30000.0,0.0,0.001771717154589004,0.3691584,0.004638461538461538,中国
Caubyyyy,6.2,306904,腰部达人,20000.0,0.0,0.001771717154589004,0.36404180999999997,0.012823076923076921,浙江
大紫紫,6.2,362764,腰部达人,15000.0,20.89,0.001435808520741845,0.361101,0.01876153846153846,中国
小昭财财,6.2,149838,腰部达人,10000.0,0.0,0.001771717154589004,0.37158858,0.0016346153846153847,中国
是一块磁铁magnet,6.19,800084,头部达人,66900.0,48.83,0.0006140908691147546,0.37042388000000004,0.008646153846153847,北京
杨杨_RY,6.19,210282,腰部达人,10000.0,100.5,0.000298221833607091,0.36790971,0.013761538461538462,中国
安崎,6.19,176045,明星,70000.0,0.0,0.001771717154589004,0.36834996,0.004742307692307692,重庆
小羊ok,6.19,134639,腰部达人,12000.0,0.0,0.001771717154589004,0.37196,0.0,北京
iamazhai,6.19,207611,腰部达人,35000.0,0.0,0.001771717154589004,0.36897212,0.003765384615384615,山东
Maxxxx,6.19,240538,腰部达人,59000.0,86.13,0.0003480250782883017,0.37284247,0.0059192307692307695,中国
MiuMiukoi,6.19,119861,腰部达人,15000.0,0.0,0.001771717154589004,0.36642075,0.008111538461538462,广东
DDai,6.19,160410,腰部达人,19000.0,0.0,0.001771717154589004,0.3675003,0.0059807692307692305,中国
鱼小微🌙💤💭🌜,6.19,103661,腰部达人,3000.0,0.0,0.001771717154589004,0.35737295999999996,0.021634615384615384,中国
Serena,6.19,171646,腰部达人,29000.0,0.0,0.001771717154589004,0.36505770000000004,0.009996153846153847,中国
唐德装修设计,6.19,140208,腰部达人,10900.0,0.0,0.001771717154589004,0.37182672,0.0,河北
小张对线生活,6.19,513337,头部达人,5170.0,74.39,0.00040299441160967977,0.35934493,0.026388461538461534,中国
孔肖吟,6.19,127870,腰部达人,22000.0,0.0,0.001771717154589004,0.36640499,0.007796153846153846,中国
陈魔力,6.19,116855,腰部达人,8500.0,0.0,0.001771717154589004,0.36530675999999995,0.009615384615384616,江苏
脆肚火锅噗噜噗噜,6.19,144014,腰部达人,,0.0,0.001771717154589004,0.36602214000000005,0.008523076923076923,中国
Tina在新西兰🦄,6.19,400013,腰部达人,16500.0,13.13,0.002284558807447658,0.36656175999999996,0.004757692307692307,新西兰
PRAKSIN 普拉克辛,6.19,114499,腰部达人,180000.0,456.05,6.549656514461668e-05,0.37606008,0.0029153846153846157,China
苏晓彤,6.19,139774,明星,35000.0,0.0,0.001771717154589004,0.36924442,0.0036192307692307687,浙江
赵雅芝,6.19,214463,明星,38300.0,0.0,0.001771717154589004,0.362974,0.013426923076923078,新加坡
陳小西西,6.19,117713,腰部达人,14000.0,0.0,0.001771717154589004,0.36052797000000003,0.01673846153846154,上海
小山词,6.19,103868,腰部达人,15000.0,0.0,0.001771717154589004,0.36362001,0.012038461538461538,浙江
梁上進,6.19,131304,腰部达人,13000.0,22.84,0.001313199774749598,0.37162102,0.0029615384615384616,中国
蒋依依,6.19,1199399,明星,70000.0,17.03,0.0017613119703907868,0.36926408,0.004276923076923077,中国
沉甸甸的陈点点,6.19,253877,腰部达人,14000.0,91.5,0.0003275832317685112,0.37270713,0.0062038461538461535,中国
汇娱,6.19,237031,腰部达人,15000.0,2.51,0.011951908935605172,0.3350097,0.004576923076923077,山东
李允在,6.19,382385,腰部达人,25000.0,61.32,0.0004889512160212867,0.37175797,0.007426923076923077,China
林之夏.,6.19,123478,腰部达人,9693.0,261.97,0.00011423124777118422,0.37210671,0.008684615384615384,中国
Yumiii,6.19,304961,腰部达人,37000.0,0.0,0.001771717154589004,0.36963551999999994,0.0033,上海
懒人大学,6.19,362415,腰部达人,19999.0,1676.56,1.7608073252202008e-05,0.37248302,0.008546153846153846,广西
小王的LifeStyle,6.19,185239,腰部达人,21200.0,108.07,0.00027731221818961627,0.37477134,0.004119230769230769,云南
WW,6.19,107818,腰部达人,15000.0,0.0,0.001771717154589004,0.36843371999999996,0.004669230769230769,中国
米兰达 可儿,6.19,665686,明星,51600.0,0.0,0.001771717154589004,0.36836063999999996,0.005407692307692308,美国
大金Golden,6.19,302910,腰部达人,40000.0,70.59,0.00042470378232384185,0.36502425,0.017742307692307693,浙江
思宇Siy,6.19,407065,腰部达人,37000.0,22.36,0.001341396243210069,0.36237733,0.01621153846153846,浙江
李奶奶Lee,6.19,1096264,头部达人,47500.0,45.73,0.0006557389646492946,0.37096365000000003,0.006988461538461539,上海
loum2,6.19,102910,腰部达人,12000.0,12.59,0.0023825584930537032,0.363032,0.009415384615384615,福建
文坤Hi达不溜,6.19,121849,腰部达人,7000.0,34.15,0.000878191842629169,0.36244065000000003,0.01905,江苏
贾克布Jacob,6.19,133786,腰部达人,10000.0,132.16,0.00022671192918161657,0.37035243,0.01085,中国
杨璐儿,6.19,146169,腰部达人,42000.0,27.1,0.0011067256720323217,0.36938306000000004,0.007342307692307693,湖南
猪猪Elaine,6.19,114689,腰部达人,13000.0,0.0,0.001771717154589004,0.36261765,0.013588461538461539,中国
芳仔,6.18,157746,腰部达人,26000.0,27.75,0.0010807956755941313,0.36781887999999996,0.008769230769230769,山东
拔草仙女小雨,6.18,198452,腰部达人,16200.0,0.0,0.001771717154589004,0.35838000000000003,0.018880769230769232,上海
Ada家居（软装中）,6.18,116401,腰部达人,15000.0,0.0,0.001771717154589004,0.3568848,0.021138461538461537,山西
一只澄,6.18,122214,腰部达人,51000.0,0.0,0.001771717154589004,0.36543136,0.008576923076923077,英国
HXNH花心男孩,6.18,112124,腰部达人,30000.0,0.0,0.001771717154589004,0.36034817999999996,0.0158,中国
白白babe,6.18,222298,腰部达人,25000.0,30.4,0.0009865566728507788,0.37025100000000005,0.006080769230769232,广西
长腿姐姐Belle,6.18,105009,腰部达人,12800.0,0.0,0.001771717154589004,0.36259515000000003,0.01323076923076923,广东
谢俊泽,6.18,578291,头部达人,60000.0,0.0,0.001771717154589004,0.36984805,0.002396153846153846,中国
高佳唐大妞,6.18,262209,腰部达人,24111.0,1228.17,2.4140878507768873e-05,0.37146816,0.009323076923076924,河北
山海小羊 Elva,6.18,300320,腰部达人,38000.0,11.26,0.0026640134482819443,0.36274787999999997,0.00803846153846154,United
米粒,6.18,130349,腰部达人,23000.0,36.99,0.0008107445254658787,0.36906478,0.008534615384615385,Australia
九儿,6.18,442849,腰部达人,75000.0,26.72,0.0011224690974377064,0.37029888,0.004957692307692308,美国
Master鹿鹿,6.18,302051,腰部达人,30000.0,0.0,0.001771717154589004,0.36876840000000005,0.0038,湖南
天真无鞋,6.18,144200,腰部达人,5000.0,13.87,0.002162656504192929,0.36267855,0.010623076923076923,中国
王子正,6.18,114028,腰部达人,18000.0,4.12,0.007281269764135327,0.35063922,0.0022884615384615387,中国
华居的动画,6.18,284945,腰部达人,22100.0,0.0,0.001771717154589004,0.36785715999999996,0.004807692307692308,浙江
Hardy_CCC,6.18,174326,腰部达人,13800.0,0.0,0.001771717154589004,0.36725355000000004,0.005542307692307693,中国
苑子豪,6.18,123907,腰部达人,22000.0,0.0,0.001771717154589004,0.36079152,0.01520769230769231,中国
温陆辛,6.18,146045,腰部达人,26000.0,376.81,7.933002983113774e-05,0.374002,0.00516923076923077,中国
Luuuxxxxx,6.18,274798,腰部达人,36000.0,27.69,0.001083138213817233,0.36808288,0.008519230769230769,陕西
本家哥哥～,6.18,175646,腰部达人,27000.0,85.49,0.00035063262194603496,0.36629626000000004,0.01552307692307692,中国
吴倩mine4ever,6.18,251783,明星,70000.0,0.0,0.001771717154589004,0.36827057999999996,0.003976923076923077,湖北
羊羊西,6.18,259723,腰部达人,30000.0,39.4,0.000761135822978618,0.3680058,0.010053846153846153,中国
-大然宝,6.17,163050,腰部达人,4000.0,285.71,0.00010471589065673698,0.37133509,0.007692307692307693,中国
杨舒予,6.17,1216456,明星,40000.0,0.0,0.001771717154589004,0.36750192,0.005,中国
洁柔霸总的女人,6.17,465376,腰部达人,32300.0,8.6,0.0034880873753339345,0.3597291,0.007288461538461539,广东
Siyeop柚子,6.17,100118,腰部达人,,0.0,0.001771717154589004,0.36779402,0.0038461538461538464,四川
Elsie依然是少女,6.17,268633,腰部达人,30000.0,0.0,0.001771717154589004,0.370326,0.0007923076923076923,广东
蕾蕾蕾蕾儿,6.17,103054,腰部达人,14800.0,0.0,0.001771717154589004,0.36107625,0.014346153846153845,中国
一颗海苔,6.17,111460,腰部达人,4200.0,0.0,0.001771717154589004,0.3643346,0.009146153846153847,上海
CHU小初,6.17,110782,腰部达人,17000.0,0.0,0.001771717154589004,0.361974,0.012988461538461539,中国
甜白釉奶盖,6.17,242237,腰部达人,25000.0,50.64,0.0005921315165060934,0.37246875,0.003476923076923077,北京
戴诚亨,6.17,113906,腰部达人,12000.0,0.0,0.001771717154589004,0.36661560000000004,0.005826923076923078,中国
梁潇ivan,6.17,513553,头部达人,73000.0,54.63,0.000548863261862399,0.3728903,0.0035999999999999995,上海
线条君LineDancer,6.17,723784,头部达人,30000.0,0.0,0.001771717154589004,0.3680306,0.0034076923076923078,中国
夏雪Shirley,6.17,101900,腰部达人,10000.0,2500.0,1.1714289061225446e-05,0.35131123,0.038461538461538464,广东
王果果,6.17,120601,腰部达人,10000.0,173.61,0.00017251544093148963,0.36794945999999995,0.012361538461538462,浙江
饶雪漫,6.17,176119,腰部达人,5000.0,7.34,0.00408690891389301,0.35933579000000004,0.004446153846153846,北京
野比小音,6.17,439537,腰部达人,52000.0,46.88,0.0006396462090846798,0.37159173999999995,0.0046500000000000005,浙江
楚侯,6.17,169472,腰部达人,25000.0,67.57,0.00044369842906066874,0.37230102,0.004480769230769231,江苏
果董的小生活,6.17,951225,头部达人,50000.0,917.43,3.241433748558026e-05,0.37059165,0.009615384615384616,中国
胡安如,6.17,449212,腰部达人,40000.0,24.93,0.0012030840638689556,0.36511303999999994,0.011138461538461538,浙江
素歪歪也素提里亚,6.17,107618,腰部达人,14000.0,6.6,0.0045451701297888674,0.35902702,0.002773076923076923,上海
王总kk,6.17,493281,腰部达人,68000.0,16.62,0.0018047689529871065,0.36593193,0.0070423076923076915,辽宁
小倩七七,6.17,160811,腰部达人,28000.0,53.64,0.0005589985617592566,0.3681174,0.010188461538461539,中国
别狙我丸子头,6.17,234464,腰部达人,22000.0,13.33,0.002250277569310899,0.36122928,0.011680769230769229,广东
冷漠高,6.17,171797,腰部达人,29000.0,51.86,0.000578194975401859,0.37068248000000004,0.006488461538461538,中国
煜子子子,6.17,128508,腰部达人,8000.0,21.78,0.0013771251474981726,0.3681005,0.005761538461538462,中国
胡毛毛,6.17,243081,腰部达人,36000.0,0.0,0.001771717154589004,0.3674748,0.004807692307692308,中国
臭美乔一,6.17,265456,腰部达人,26000.0,666.67,4.4714073490860274e-05,0.37029792,0.01045,中国
Hayley木木,6.17,407337,腰部达人,20000.0,0.0,0.001771717154589004,0.37079070000000003,0.0,山东
阿琰又来晚啦,6.17,162072,腰部达人,2999.0,0.0,0.001771717154589004,0.36310951,0.011611538461538461,湖南
陆公子,6.17,332095,腰部达人,20000.0,5.19,0.005780062757970036,0.3529308,0.0056500000000000005,中国
CX330.牛,6.16,117401,腰部达人,9100.0,0.0,0.001771717154589004,0.36645105,0.005246153846153846,中国
杨伊墨,6.16,292293,腰部达人,30000.0,126.98,0.00023597203150941328,0.37109211999999997,0.0071615384615384605,北京
Moon baby,6.16,128866,腰部达人,15000.0,111.94,0.0002677150768728801,0.3725975,0.004488461538461538,北京
捕捉到一只阿鹿,6.16,106539,腰部达人,10000.0,17.1,0.0017541007517982096,0.3636621,0.00978076923076923,中国
Yumiii成分护肤版,6.16,110088,腰部达人,10800.0,216.87,0.00013804604461928568,0.37415792,0.0025153846153846155,浙江
小安同学,6.16,116747,腰部达人,10200.0,0.0,0.001771717154589004,0.36588928,0.00573076923076923,重庆
斜杠玩家吉叔（郭吉勇）,6.16,628350,头部达人,158000.0,266.78,0.0001121665255735445,0.36805872,0.012080769230769232,中国
東拾一,6.16,386568,腰部达人,36000.0,13.85,0.0021657798864579973,0.36670608,0.0030192307692307693,中国
葵的精神世界,6.16,1185357,头部达人,50000.0,0.0,0.001771717154589004,0.36447975,0.008103846153846154,浙江
发呆的小卡,6.16,198281,腰部达人,17000.0,5230.77,5.449580545530303e-06,0.37636000000000003,0.0,河南
黄天麒,6.16,149166,腰部达人,15532.0,14.29,0.0020990850743961955,0.36353843999999996,0.007834615384615384,中国
严慌慌,6.16,127183,腰部达人,19000.0,27.74,0.001081185394912791,0.36526706999999997,0.010596153846153845,中国
muzileen,6.16,161035,腰部达人,8000.0,0.0,0.001771717154589004,0.36438976,0.008342307692307692,广东
Jer是洁儿,6.16,243814,腰部达人,26000.0,8.72,0.0034400822410719897,0.35538472,0.012565384615384615,中国
甘子七,6.16,282963,腰部达人,21200.0,0.0,0.001771717154589004,0.36570563999999994,0.006642307692307693,湖南
二喜警官,6.16,419450,腰部达人,40000.0,112.57,0.00026621520569511213,0.36767447999999997,0.011776923076923077,中国
火山大王,6.16,1042862,头部达人,140000.0,69.34,0.00043236511590999675,0.3704128,0.006453846153846154,中国
黑妞福大玥,6.16,279834,腰部达人,18000.0,171.43,0.00017471287731107,0.3703128,0.008473076923076923,中国
儿科药师熊猫,6.16,126992,腰部达人,9900.0,0.0,0.001771717154589004,0.36995373,0.0,中国
多多和多鱼Miracle,6.16,169535,腰部达人,10000.0,0.0,0.001771717154589004,0.36575536,0.006073076923076923,中国
上官正义,6.16,112545,腰部达人,4000.0,0.0,0.001771717154589004,0.36757115,0.003638461538461538,北京
阿饭的独居生活,6.16,214596,腰部达人,30000.0,0.0,0.001771717154589004,0.36620216,0.0056807692307692306,中国
李李奉,6.16,1018116,头部达人,99000.0,45.52,0.0006587654405410672,0.364767,0.013657692307692306,中国
熊笑宇,6.16,168964,腰部达人,50000.0,60.28,0.0004973919328030415,0.37001848000000004,0.007265384615384616,北京
花梨Gloria,6.15,140112,腰部达人,16000.0,28.9,0.001037776865958986,0.36578303999999995,0.009123076923076925,中国
Sam观观,6.15,109559,腰部达人,17500.0,0.0,0.001771717154589004,0.36944926999999994,0.0,中国
夏波波Brian,6.15,257598,腰部达人,22000.0,0.0,0.001771717154589004,0.36217124999999994,0.01103846153846154,美国
李依晓,6.15,552825,明星,150000.0,130.08,0.00023034165779925065,0.372781,0.003492307692307692,中国
Navina Heyden 海雯娜,6.15,280264,腰部达人,28200.0,19.98,0.001501216216134706,0.36541755,0.007665384615384616,China
不潘,6.15,2827474,头部达人,75000.0,8.16,0.003676185924288415,0.36032261,0.0030423076923076922,浙江
软小玺,6.15,252796,腰部达人,30000.0,0.0,0.001771717154589004,0.36444329,0.007311538461538461,中国
张沫凡MOMO,6.15,839532,头部达人,100000.0,95.92,0.0003124750088544109,0.36601578,0.013430769230769229,中国
精分老来俏,6.15,236522,腰部达人,10000.0,2.38,0.01260475990388098,0.33147324,0.003592307692307693,山东
Hanni海妮,6.15,173481,腰部达人,19000.0,69.15,0.0004335538889794501,0.36948978,0.007073076923076923,辽宁
小桔家,6.15,144113,腰部达人,5000.0,45.25,0.0006626979004709075,0.35952921,0.020419230769230766,河南
沈清席,6.15,184824,腰部达人,8300.0,0.0,0.001771717154589004,0.36740568,0.0026653846153846155,天津
Michelle藝希,6.15,124901,腰部达人,10000.0,56.02,0.000535237466129458,0.36873205000000003,0.007511538461538462,中国
小阚爱睡觉,6.15,106660,腰部达人,9600.0,1.58,0.018987061482740892,0.31333301999999996,0.004269230769230769,中国
五亿探长鸭仔,6.15,101687,腰部达人,6500.0,0.0,0.001771717154589004,0.36697428,0.0031961538461538464,上海
谢知初,6.15,242028,腰部达人,20000.0,0.0,0.001771717154589004,0.36455265,0.006942307692307692,四川
屠龙小mai,6.15,130920,腰部达人,11000.0,18.91,0.001586176928225515,0.35825327999999995,0.01761923076923077,中国
Angel 的小旅橙,6.15,105336,腰部达人,16899.0,0.0,0.001771717154589004,0.36270605000000006,0.010338461538461538,中国
沐子健康减脂,6.15,182947,腰部达人,13000.0,0.0,0.001771717154589004,0.36228,0.010988461538461539,中国
Splendor（摄影师,6.15,102519,腰部达人,11000.0,7.93,0.00378281751027717,0.35910774,0.0049346153846153845,广东
千雅折一湖,6.15,163987,腰部达人,18000.0,6.19,0.004846242326251558,0.3570579,0.0022192307692307693,日本
吕根,6.15,214313,腰部达人,35000.0,65.18,0.00045997830176384383,0.37035075,0.005811538461538462,浙江
科技阿蓝,6.15,308459,腰部达人,30000.0,0.0,0.001771717154589004,0.35952273999999995,0.01456153846153846,吉林
Principle,6.15,100623,腰部达人,18000.0,42.77,0.0007011407193813324,0.366797,0.009811538461538462,河南
不要山,6.15,162461,腰部达人,14400.0,20.61,0.0014553187772110626,0.36560391999999997,0.007207692307692308,河南
圆脸妹得得,6.14,208704,腰部达人,14000.0,44.57,0.0006728129746932548,0.36962174,0.005146153846153846,中国
娱你星动,6.14,161550,腰部达人,16000.0,8.14,0.003685219024137692,0.357802,0.005992307692307692,江西
小狐狸。,6.14,164479,腰部达人,8000.0,0.0,0.001771717154589004,0.3553539,0.020042307692307693,河南
佟悦佟悦🍒,6.14,512117,头部达人,47300.0,0.0,0.001771717154589004,0.36251322,0.009049999999999999,中国
爱生活的芙妹,6.14,182271,腰部达人,16000.0,0.0,0.001771717154589004,0.36281,0.008596153846153847,山西
一只CC,6.14,144249,腰部达人,18000.0,17.59,0.001705229269795872,0.366375,0.0042,中国
Ati✨,6.14,187188,腰部达人,13000.0,0.0,0.001771717154589004,0.36223004,0.009615384615384616,中国
赵一凡,6.14,150730,腰部达人,15000.0,44.72,0.000670555264421361,0.36750244,0.008092307692307692,湖北
En-Li恩利,6.14,1205955,明星,150000.0,7.48,0.004010410618711665,0.35891470999999997,0.002926923076923077,上海
是大橘,6.14,110069,腰部达人,8300.0,17.93,0.0016728882159969042,0.36445008,0.007449999999999999,阿曼
娱乐大咖,6.14,286730,腰部达人,8000.0,9.18,0.0032676890755488864,0.35929839999999996,0.005900000000000001,天津
时髦人Sunnie,6.14,103883,腰部达人,65000.0,21.01,0.0014276061738492652,0.36818080000000003,0.0026653846153846155,上海
小羊爱吃鱼,6.14,107459,腰部达人,14000.0,15.4,0.0019477667902710308,0.36410796,0.006111538461538461,江苏
金惠敏,6.14,1298055,头部达人,150000.0,5.95,0.005041732532931983,0.35573047,0.0021000000000000003,韩国
fakelephant,6.14,128127,腰部达人,26000.0,55.14,0.0005437840819952032,0.36687088,0.009807692307692307,英国
singing2life🎧,6.14,106757,腰部达人,12800.0,20.67,0.0014510935101818073,0.364686,0.008234615384615384,中国
